OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1230,East Texas Border Health Clinic dba Genesis PrimeCare - Marshall,Community Clinic,,805 Lindsey Dr,Marshall,Harrison,"805 Lindsey Drive, Marshall, TX, USA",5271,32.5376649,-94.3699086,0,1200,0,0,0,1200,0,,,,04/16/2021      ,08:31:12        ,-94.369909,32.537665
1231,Port Lavaca Clinic Assoc.,Medical Practice,S,1200 N Virginia St,Port Lavaca,Calhoun,"1200 North Virginia Street, Port Lavaca, TX, USA",77979,28.6247823,-96.6333532,0,40,0,30,55,95,30,,,,04/16/2021      ,16:41:17        ,-96.633353,28.624782
1232,Thurmans Promed Pharmacy,Pharmacy,,402 N Madison Ave,Mount Pleasant,Titus,402 N Madison Ave,75455,33.1593582700749,-94.9694693344503,0,350,0,0,0,350,0,(903) 572-6337,https://www.mygnp.com/pharmacies/thurmans-pro-med-pharmacy-mount-pleasant-tx-75455/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=5909974,,04/17/2021      ,08:33:29        ,-94.969469,33.159358
1233,Encompass Rehabilitation of Midland/Odessa,Other,,Heritage Blvd,Midland,Midland,1800 Heritage Blvd,79707,31.9998648572478,-102.156045118285,0,90,0,100,0,90,100,,,,04/17/2021      ,07:53:15        ,-102.156045,31.999865
1234,Wise Hlth Community Hlth Center,Medical Practice,,2000 S Fm 51 Ste D,Decatur,Wise,2000 S Fm 51 Ste D,76234,33.2175996224761,-97.5965772011486,0,0,0,0,155,155,0,(940) 626-3888,https://www.wisehealthclinics.com/locations/whc-community-health-clinic-decatur/,,04/16/2021      ,07:05:10        ,-97.596577,33.2176
1235,Lone Star Family Health Center,Vaccine Hub,,605 S Conroe Medical Dr,Conroe,Montgomery,605 S Conroe Medical Dr,77304,30.2847737634019,-95.471444248907,0,0,0,0,0,0,0,936-523-5230,https://www.lonestarvaccine.com,,04/16/2021      ,17:15:30        ,-95.471444,30.284774
1236,CHILDRESS REGIONAL MEDICAL CENTER,Hospital,A,901 Highway 83 North,Childress,Childress,901 Highway 83 North,79201,34.4390766948644,-100.225760815771,0,100,0,40,150,250,40,(940) 937-6371,http://childresshospital.com/,,04/17/2021      ,09:00:38        ,-100.225761,34.439077
1237,Christus Spohn Health System - Beeville,Vaccine Hub,U,1500 E Houston St,Beeville,Bee,1500 E Houston St,78102,28.4078644760829,-97.7327868939128,0,0,0,0,0,0,0,877-335-5746,https://www.christushealth.org/vaccine,,04/17/2021      ,13:59:58        ,-97.732787,28.407864
1238,Petersburg Independent School District,Other,,,Petersburg,Texas,1411 W. 4th,79250,33.87179853301,-101.603099104023,0,0,0,35,0,0,35,806-667-3585 x220,,,04/16/2021      ,10:31:38        ,-101.603099,33.871799
1239,Frontera Healthcare-Brady,Other,,,Brady,Mcculloch,2205 S Bridge St Ste 300,76825,31.110567,-99.334246,0,0,0,340,305,305,340,,,,04/16/2021      ,15:24:07        ,-99.334246,31.110567
1240,UT Health San Antonio Wellness 360,Vaccine Hub,,7703 Floyd Curl Dr,San Antonio,Bexar,7703 Floyd Curl Dr,78229,29.5070900160387,-98.5759039589092,0,0,0,0,0,0,0,210-567-2788,https://wellness360.uthealthsa.org/,,04/16/2021      ,07:06:45        ,-98.575904,29.50709
1241,LIVE OAK COMMUNITY HEALTH CENTER,Medical Practice,,"105 East Thornton Street, Three Rivers, TX, USA",Three Rivers,Live Oak,"105 East Thornton Street, Three Rivers, TX, USA",78071,28.4584277,-98.176411,0,100,0,100,0,100,100,361-786-3618,,,04/16/2021      ,09:07:56        ,-98.176411,28.458428
1242,DSHS - Columbus Clinic,Other,,1220 Bowie St,Columbus,Colorado,"1220 Bowie Street, Columbus, TX, USA",78940,29.7049133,-96.5421055,0,80,0,0,150,230,0,,,,04/16/2021      ,15:17:42        ,-96.542105,29.704913
1243,Wilson Drug,Pharmacy,,4th St,Hearne,Robertson,118 W 4th St,77859,30.8824004,-96.59638,0,60,0,0,95,155,0,(979) 279-2173,,,04/16/2021      ,08:42:53        ,-96.59638,30.8824
1244,VALLEY REGIONAL MED CENTER,Hospital,V,100a E Alton Gloor Blvd,Brownsville,Cameron,100a E Alton Gloor Blvd,78526,25.9792657355342,-97.5149302483294,0,510,0,0,215,725,0,(956) 350-7000,http://valleyregionalmedicalcenter.com/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,04/16/2021      ,11:32:59        ,-97.51493,25.979266
1245,Midcoast Medical Clinic,Community Clinic,,Sandy Corner Road,El Campo,Texas,305 Sandy Corner Rd Ste 120120,77437,29.2201385,-96.2910876,0,300,0,100,0,300,100,,,,04/16/2021      ,08:54:22        ,-96.291088,29.220139
1246,Hidalgo County Health and Human Services,Vaccine Hub,,1304 S 25th Ave,Edinburg,Hidalgo,1304 S 25th Ave,78542,26.2852713315401,-98.1488749030705,0,3965,0,2780,0,3965,2780,956-292-7765,https://www.hidalgocounty.us/1032/Health-and-Human-Services,,04/17/2021      ,11:31:01        ,-98.148875,26.285271
1247,Benavides ISD,Other,,School Street,Benavides,Duval,106 School Street Benavides 78341,78341,27.5936084122934,-98.4164305454249,0,20,0,80,0,20,80,,,,04/16/2021      ,10:56:42        ,-98.416431,27.593608
1248,AJIJO INC dba Luxe Med Compounding,Other,,MAIN ST,Lewisville,Denton,560 W MAIN ST STE 105 Lewisville 75057,75057,33.046208812261,-97.0066381894388,0,82,0,0,0,82,0,(972) 906-0800,,,04/15/2021      ,16:55:35        ,-97.006638,33.046209
1249,Lake Lewisville Pediatrics,Medical Practice,,2141 S Edmonds Ln,Lewisville,Denton,"2141 South Edmonds Lane, Lewisville, TX, USA",75067,33.0073952,-97.0050317,0,0,0,0,40,40,0,(972) 315-8500,Doctors@LLPediatrics.com,,04/16/2021      ,08:22:37        ,-97.005032,33.007395
1250,New Braunfels Rural Health Clinic,Medical Practice,P,705 Landa St,New Braunfels,Comal,705 Landa St,78130,29.701330270479,-98.1440191893577,0,30,0,0,0,30,0,(830) 629-3614,http://www.newbraunfelsrhc.com/about-us.html,,04/17/2021      ,15:45:26        ,-98.144019,29.70133
1251,CHRISTUS SANTA ROSA HOSPITAL - CHILDRENS,Hospital,P,"333 N Santa Rosa St, San Antonio, TX 78207", San Antonio,Bexar,333 N Santa Rosa St,78207,29.42812137,-98.49825657,0,0,1450,0,50,50,1450,(210) 704-2011,,,04/16/2021      ,13:46:52        ,-98.498257,29.428121
1252,Integrity Urgent Care Athens,Other,,1115 E Tyler St,Athens,Henderson,1115 E Tyler St , 75751,32.2065853585812,-95.8353227600643,0,100,0,0,0,100,0,(902)903-5015,www.intergrityuc.com,,04/16/2021      ,19:55:14        ,-95.835323,32.206585
1253,HEALTHCARE FOR THE HOMELESS-HOUSTON,Medical Practice,Q,1934 Caroline St,Houston,Harris,1934 Caroline St,77002,29.7482473,-95.3684092,0,80,0,0,15,95,0,,,,04/16/2021      ,12:51:26        ,-95.368409,29.748247
1254,Mlk Health Center Houston,Other,,3550 Swingle Rd ,Houston,HARRIS,3550 Swingle Rd ,77047,29.61994,-95.366837,0,77,0,0,580,657,0,,,,04/16/2021      ,10:40:25        ,-95.366837,29.61994
1255,KELL WEST REGIONAL HOSPITAL,Hospital,C,5420 Kell West Blvd,Wichita Falls,Wichita,5420 Kell West Blvd,76310,33.8724190352958,-98.5794426218627,0,1870,0,0,555,2425,0,(940) 692-5888,https://www.kellwest.com/,,04/16/2021      ,08:28:47        ,-98.579443,33.872419
1256,DSHS - HSR 6/5S - Bay City,Local Health Department,,1700 Merlin St,Bay City,Matagorda,1700 Merlin St,77414,28.9935576305694,-95.9699813257763,0,30,0,0,0,30,0,,,,04/14/2021      ,09:40:24        ,-95.969981,28.993558
1257,MATAGORDA REGIONAL MEDICAL CENTER,Hospital,Q,104 7th Street,Bay City,Matagorda,104 7th Street,77414,28.9803329990154,-95.9919140003584,0,100,1170,120,0,100,1290,(979) 245-6383,http://www.matagordaregional.org/,,04/14/2021      ,11:06:39        ,-95.991914,28.980333
1258,NRG Stadium - Community Vaccination Center,Community Vaccination Center,,8825 Kirby Drive,Houston,Harris,"8825 Kirby Drive, Houston, TX 77054",77054,29.6847312028363,-95.4106966734424,22403,0,0,0,58460,80863,0,,,,04/17/2021      ,06:22:26        ,-95.410697,29.684731
1259,Presidio County Medical Clinic,Community Clinic,,1501 N Erma,Presidio,Presidio,1501 N Erma,79845,29.5753444319771,-104.366889245128,0,500,0,0,0,500,0,(432) 229-3030,http://www.pchsmedclinic.org/,,04/15/2021      ,19:32:37        ,-104.366889,29.575344
1260,Carevide Farmersville,Other,,N Johnson St,Farmersville,Collin,111 N Johnson St,75442,33.1644217664551,-96.3630559299,0,60,0,0,0,60,0,,,,04/16/2021      ,10:36:49        ,-96.363056,33.164422
1261,Carevide Bonham,Community Clinic,,920 N Center St,Bonham,Fannin,"920 North Center Street, Bonham, TX, USA",75418,33.5822588,-96.177434,0,0,0,10,0,0,10,903-583-6155,,,04/16/2021      ,17:32:08        ,-96.177434,33.582259
1262,CHRISTUS MOTHER FRANCES SULPHUR SPRINGS,Hospital,F,115 Airport Rd,Sulphur Springs,Hopkins,115 Airport Rd,75482,33.1563227219307,-95.6002256533132,402,70,498,30,1610,2082,528,903.885.7671,https://www.christushealth.org/trinity/sulphur-springs?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTE3ODExOTUtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,04/16/2021      ,11:58:22        ,-95.600226,33.156323
1263,Ballinger Hospital Clinic,Community Clinic,,2001 Hutchins Ave Ste C,Ballinger,Runnels,2001 Hutchins Ave Ste C,76821,31.7233959611572,-99.960740077592,0,1200,228,0,365,1565,228,(325) 365-5737,http://www.ballingerhospital.org/,,04/16/2021      ,10:32:57        ,-99.96074,31.723396
1264,Dr. Roberto Villegas Jr. MD,Medical Practice,,,Laredo,Webb,10710 Mcpherson Road Suite 204,78045,27.6060129,-99.479937,0,0,0,0,10,10,0,,,,04/12/2021      ,18:06:08        ,-99.479937,27.606013
1265,Fresenius Kidney Care Central Ft. Worth,Other,,1210 Alston Ave,Fort Worth,Tarrant,"1210 Alston Avenue, Fort Worth, TX, USA",76104,32.731453,-97.3343983,0,10,0,30,5,15,30,,,,04/16/2021      ,10:45:01        ,-97.334398,32.731453
1266,Fresenius Medical Care dba Falls County Kidney Center,Other,,,Marlin,,602 S Highway 6,76661,31.301966,-96.899274,0,0,0,0,5,5,0,,,,04/15/2021      ,09:30:47        ,-96.899274,31.301966
1267,Fresenius Medical Care San Antonio LLC,Other,,305 N Frio St,San Antonio,,"305 N Frio St San Antonio, TX 78207",78207,29.4285,-98.50363,0,0,0,0,90,90,0,,,,04/12/2021      ,17:01:36        ,-98.50363,29.4285
1268,FMC RRC East Fort Worth,Other,,1032 Sandy Lane,Fort Worth,Tarrant,1032 Sandy Lane,76120,32.7643926,-97.1974498,0,0,0,0,5,5,0,,,,04/15/2021      ,09:47:15        ,-97.19745,32.764393
1269,Fresenius Greenway Kidney Center,Other,,5940 Crosslake Pkwy,Waco,McLennan,"5940 Crosslake Parkway, Waco, TX, USA",76712,31.4866947,-97.1636221,0,0,0,0,10,10,0,,,,04/16/2021      ,08:08:43        ,-97.163622,31.486695
1270,Fresenius Kidney Care Palo Duro Dialysis,Other,,34th Avenue,Amarillo,Randall,1900 Southeast 34th Avenue Unit 300,79118,35.1778934,-101.8163398,0,10,0,0,0,10,0,,,,04/16/2021      ,08:19:13        ,-101.81634,35.177893
1271,HORIZON MEDICAL CENTER OF DENTON,Hospital,E,2813 South Mayhill Road,Denton,Denton,2813 South Mayhill Road,76208,33.1749398089827,-97.0884244316666,0,20,0,110,100,120,110,(940) 565-8580,https://horizonmedcenter.com/locations/denton/,,04/16/2021      ,18:36:04        ,-97.088424,33.17494
1272,Fresenius Medical Care South Oak Cliff,Other,,,Dallas,,655 W Illinois Ave Wynnewood Village Shp,75224,32.72128,-96.83173,0,100,0,0,0,100,0,,,,04/14/2021      ,19:42:22        ,-96.83173,32.72128
1273,Medical Center Of Dimmitt,Community Clinic,,300 W Halsell,Dimmitt,Castro,300 W Halsell,79027,34.5556305344007,-102.315088550936,0,270,0,0,90,360,0,(806) 647-2194,https://plainsmemorial.com/departments/medical-center-of-dimmitt/,,04/14/2021      ,14:02:43        ,-102.315089,34.555631
1274,UNITED MEMORIAL MEDICAL CENTER,Hospital,Q,510 West Tidwell Road,Houston,Harris,510 West Tidwell Road,77091,29.8472426085954,-95.4086209625977,2110,5300,3100,4690,1785,9195,7790,(281) 618-8500,https://ummc.care/,,04/16/2021      ,16:10:39        ,-95.408621,29.847243
1275,Chi St Joseph Health Rehabilitation Hos,Other,N,1600 Joseph Dr.,Bryan,Brazos,1600 Joseph Dr.,77802,30.66115361,-96.35028881,0,13,0,3,0,13,3,979-213-4300,,,04/17/2021      ,16:29:33        ,-96.350289,30.661154
1276,Marshall Harrison County Health District,Local Health Department,,805 Lindsey Dr,Marshall,Harrison,805 Lindsey Dr,75670,32.5366800103973,-94.3698974672565,0,0,0,0,585,585,0,,,,04/16/2021      ,14:51:11        ,-94.369897,32.53668
1277,Kelsey Seybold Clinic -Conroe,Medical Practice,,690 S. Loop 336 W,Conroe,Montgomery,690 S. Loop 336 W,77304,30.2825211,-95.4718012,0,0,0,0,100,100,0,(713) 442-0750,,,04/16/2021      ,07:40:05        ,-95.471801,30.282521
1278,SEALY URGENT CARE CENTER P.A.,Medical Practice,,"1036 North Circle Drive, Ste 101",Sealy,Austin,"1036 North Circle,Ste 101,  Sealy, TX, USA",77474-3336,29.7722488,-96.1580396,66,0,0,0,0,66,0,,,,04/15/2021      ,17:22:35        ,-96.15804,29.772249
1279,The Immunization Clinic Stafford,Medical Practice,,3727 Greenbriar Dr Ste 403,Stafford,Fort Bend,3727 Greenbriar Dr Ste 403,77477,29.6325833172431,-95.565709134351,0,0,0,0,350,350,0,(281) 313-7468,http://titers.org/,,04/17/2021      ,21:26:47        ,-95.565709,29.632583
1280,"Alexander Pharmacy, LTD",Other,,Leveridge Street,East Bernard,Wharton,123 Leveridge Street,77435,29.5307587212719,-96.0657376313191,0,78,0,0,50,128,0,,,,04/16/2021      ,15:33:07        ,-96.065738,29.530759
1281,Family Medicine Center Groesbeck,Other,M,701 McClintic Dr,Groesbeck,Limestone,701 McClintic Dr,76642,31.53266,-96.53114,0,200,0,0,0,200,0,254-729-3281,,,04/16/2021      ,10:04:50        ,-96.53114,31.53266
1282,Irma Lerma Rangel College of Pharmacy - Kingsville,Pharmacy,U,1010 W Ave B,Kingsville,Kleberg,1010 W Ave B,78363,27.5269110113199,-97.8817872729918,0,0,0,0,15,15,0,(361) 221-0604,https://pharmacy.tamu.edu/,,04/14/2021      ,22:21:40        ,-97.881787,27.526911
1283,Community Pharmacy - Corinth,Pharmacy,,3001 Fm 2181 Ste 450,Corinth,Denton,3001 Fm 2181,76210,33.1309326648841,-97.0641579771668,0,230,0,0,0,230,0,940-487-7455,https://communitypharmacy.com/covid-19-testing/,,04/16/2021      ,16:45:17        ,-97.064158,33.130933
1284,BAPTIST HOSPITAL OF SE TEXAS - BEAUMONT,Pharmacy,R,3080 College St, Beaumont,Jefferson,"3080 College St, Beaumont, TX, 77701",77701,30.068467,-94.118981,25,80,0,90,100,205,90,(409) 212-5000,,,04/17/2021      ,19:30:51        ,-94.118981,30.068467
1285,Best Value Hico Pharmacy,Other,,320 W 1st St,Hico,,320 w. 1st St Hico 76457,76457,31.98197,-98.03368,0,0,0,6,0,0,6,,,,04/17/2021      ,10:09:21        ,-98.03368,31.98197
1286,Shackelford County Health Clinic,Other,,Kenshalo Street,Albany,Shackelford,450 Kenshalo Street,76430,32.7327380578598,-99.2876867740885,0,69,0,161,0,69,161,,,,04/16/2021      ,11:23:31        ,-99.287687,32.732738
1287,Ccdhhs San Benito Nursing Office,Vaccine Hub,,1390 W Expressway 83,San Benito,Cameron,1390 W Expressway 83,78586,26.140153313121,-97.6543969370678,0,4320,0,6000,0,4320,6000,(956) 361-8244,http://www.co.cameron.tx.us/,,04/14/2021      ,14:17:40        ,-97.654397,26.140153
1288,Walgreens Pharmacy 07614,Other,,902 N Main St,Lumberton,,902 N Main St Lumberton 77657,77657,30.266123,-94.199743,0,0,0,0,95,95,0,,,,04/15/2021      ,10:47:17        ,-94.199743,30.266123
1289,Harker Heights Kidney Center,Medical Practice,,625 West Central Texas Expressway,Harker Heights,Bell,625 W. Central Texas Expressway,76548,31.0748645,-97.6800773,0,33,0,0,0,33,0,(254) 690-0613,,,04/16/2021      ,16:16:43        ,-97.680077,31.074865
1290,"The Children's Clinic of Dimmit and Zavala, P.A. - Location # 2",Medical Practice,,Veterans Avenue,Crystal City,Zavala,"1313 Veterans Avenue, Suite C",78839,28.68927,-99.8324966,0,230,0,0,0,230,0,830-374-4436,,,04/16/2021      ,17:41:24        ,-99.832497,28.68927
1291,My Urgent Care Clinic - Boerne,Other,,910 River Road,Boerne,Kendall,910 River Road,78006,29.7890662494065,-98.7195606430618,0,180,0,0,0,180,0,830-331-2391 ,www.myurgentcareclinic-boerne.com,,04/16/2021      ,11:16:15        ,-98.719561,29.789066
1292,North Central Texas Comunity Healthcare,Community Clinic,,200 Mlk Jr Blvd,Wichita Falls,Wichita,200 Mlk Jr Blvd,76301,33.9204873395713,-98.4907309983349,2340,0,0,0,0,2340,0,(940) 766-6306,https://www.chcwf.com/,,04/14/2021      ,09:01:30        ,-98.490731,33.920487
1293,DSHS - Cleburne Field Office,Other,E,108 B E. Kilpatrick,Cleburne,Johnson,108 B E. Kilpatrick,76031,32.3695223975784,-97.3951636149525,0,20,0,0,0,20,0,(817) 517-2306,,,04/16/2021      ,16:24:38        ,-97.395164,32.369522
1294,Communitycare William Cannon,Other,,,Austin,Travis,6801 S Ih 35 Frontage Rd,78744,30.1879459270493,-97.7707990156625,0,50,0,0,0,50,0,,,,04/15/2021      ,16:25:45        ,-97.770799,30.187946
1295,Dayton Family Medical Clinic,Other,,205 N MAIN ST DAYTON 77535,DAYTON,Liberty,205 N MAIN ST DAYTON 77535,77535,30.0465260415203,-94.8885393754284,0,0,0,0,50,50,0,(936) 258-5644,,,04/13/2021      ,10:24:34        ,-94.888539,30.046526
1296,"STARR PLUS PHARMACY,LLC",Pharmacy,,OAK DR SOUTH,LAKE JACKSON,BRAZORIA,208 OAK DR SOUTH SUITE 601,77566,29.0319903,-95.4559944,0,0,0,0,170,170,0,,,,04/17/2021      ,16:28:33        ,-95.455994,29.03199
1297,HCA HOUSTON HEALTHCARE MEDICAL CENTER,Hospital,Q,1313 Hermann Dr, Houston,Harris,"1313 Hermann Dr, Houston, TX, 77004",77004,29.722452,-95.388171,0,25,0,25,0,25,25,(713) 527-5000,https://hcahoustonhealthcare.com/locations/medical-center?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,04/17/2021      ,00:03:01        ,-95.388171,29.722452
1298,UT HEALTH - ATHENS,Hospital,G,2000 S Palestine St, Athens,Henderson,"2000 S Palestine St, Athens, TX, 75751",75751,32.167019,-95.8414,0,210,0,320,0,210,320,(903) 676-1000,,,04/14/2021      ,17:12:07        ,-95.8414,32.167019
1299,LAREDO CARDIOVASCULAR CONSULTANTS PA,Other,,,Lerado,,1710 E Sanders ST,78041,27.5330141128021,-99.478099645674,0,200,0,0,0,200,0,956-725-1228,,,04/16/2021      ,22:26:26        ,-99.4781,27.533014
1300,STARR COUNTY MEMORIAL HOSPITAL,Hospital,V,128 N Fm 3167,Rio Grande City,Starr,128 N Fm 3167,78582,26.3875106681382,-98.8559460132842,0,80,0,0,0,80,0,,,,04/15/2021      ,12:02:34        ,-98.855946,26.387511
1301,Texas A&M University Student Health Center,Community Clinic,,,College Station,Brazos,"311 Houston Street Building, 520  TAMU",77843,30.6162997931036,-96.3397906376098,1700,0,0,40,2000,3700,40,(979) 458-8310,https://shs.tamu.edu/,,04/16/2021      ,17:14:02        ,-96.339791,30.6163
1302,CHI- ST. LUKE'S PATIENTS MEDICAL CENTER,Pharmacy,Q,4600 E Sam Houston Pkwy S,Pasadena,Harris,4600 E Sam Houston Pkwy S,77505,29.6411913496482,-95.1599747612317,0,100,0,0,0,100,0,(713) 948-7000,https://www.stlukeshealth.org/locations/patients-medical-center?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthPatientsMedicalCenter&y_source=1_MTUxNjI3NTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,04/17/2021      ,06:51:19        ,-95.159975,29.641191
1303,BAYLOR SCOTT WHITE - TEXAS SPINE & JOINT HOSPITAL - TYR,Hospital,G,1814 Roseland, Tyler,Smith,1814 Roseland,75701,32.329738,-95.299456,0,0,0,0,10,10,0,(903) 531-6200,,,04/16/2021      ,08:55:57        ,-95.299456,32.329738
1304,AN&U Inc,Other,,,Jacksonville,Cherokee,1729 S Jackson St Jacksonville 75766,75766,31.9447537420323,-95.2588311876237,0,0,0,0,270,270,0,,,,04/17/2021      ,11:20:16        ,-95.258831,31.944754
1305,Brady Medical Clinic,Community Clinic,,2010 Nine Rd,Brady,McCulloch,2010 Nine Rd,76825,31.1160294390825,-99.3468911104589,0,0,0,0,200,200,0,(325) 597-2114,http://www.bradyhospital.com/,,04/16/2021      ,16:38:57        ,-99.346891,31.116029
1306,Fort Bend Family Health Center Access Health - Mo City,Community Clinic,,307 Texas Pkwy,Missouri city ,FORT BEND,"307 Texas Pkwy Ste 100 Missouri City, TX 77489",77489,29.6175148,-95.536027,0,0,0,200,0,0,200,(281) 342-4530,,,04/16/2021      ,07:59:46        ,-95.536027,29.617515
1307,Fort Bend Family Health Center Access Health - Stafford ,Medical Practice,Q,10435 GREENBOUGH DR,STAFFORD,Fort Bend,10435 GREENBOUGH DR SUITE 300,77477,29.6206001,-95.5626989,0,200,0,70,0,200,70,(281) 342-4530,,,04/16/2021      ,08:31:47        ,-95.562699,29.6206
1308,Fort Bend Family Health Center Access Health Center - Richmond,Community Clinic,Q,400 Austin St,Richmond,Fort Bend,"400 Austin St, Richmond, TX 77469",77469,29.5786836,-95.7624621,0,0,0,200,0,0,200,281-342-4530, https://www.myaccesshealth.org,,04/16/2021      ,08:22:24        ,-95.762462,29.578684
1309,Uvalde Memorial Hospital,Vaccine Hub,P,1025 Garner Field Rd,Uvalde,Uvalde,1025 Garner Field Rd,78801,29.2150948086987,-99.7685500106039,0,0,0,0,0,0,0,830-407-8022,http://www.umhtx.org/patient/covid-19-update/,,04/16/2021      ,10:09:06        ,-99.76855,29.215095
1310,Val Verde Health Clinic 1801 N Bedell,Community Clinic,,801 N Bedell,Del Rio,Val Verde,801 N Bedell,78840,29.3749918087269,-100.893630776971,1170,0,0,50,0,1170,50,(830) 775-7555,http://www.vvrmc.org/,,04/16/2021      ,14:03:30        ,-100.893631,29.374992
1311,VALLEY BAPTIST MED CENTER-HARLINGEN,Hospital,V,2101 Pease St,Harlingen,Cameron,2101 Pease St,78550,26.1742094886371,-97.6713669382366,0,65,0,0,0,65,0,(956) 389-1100,https://www.valleybaptist.net/locations/detail/vbmc-harlingen/?utm_campaign=gmb_listings_mgmt&utm_source=gmb-vbmc-harlingen&utm_medium=google-local,,04/17/2021      ,08:33:39        ,-97.671367,26.174209
1312,Valley Health Clinic,Medical Practice,,2542 Central Palm Drive,Rio Grande City,Starr,2542 Central Palm Drive,78582,26.3785102061828,-98.857799767916,0,250,0,0,144,394,0,9563521344,,,04/17/2021      ,08:03:15        ,-98.8578,26.37851
1313,UT HEALTH - CARTHAGE,Hospital,G,409 Cottage Rd, Carthage,Panola,"409 Cottage Rd, Carthage, TX, 75633",75633,32.167099,-94.346034,0,100,0,0,0,100,0,(903) 693-3841,,,04/16/2021      ,11:17:57        ,-94.346034,32.167099
1314,UT HEALTH - JACKSONVILLE,Hospital,G,501 S Ragsdale St, Jacksonville,Cherokee,"501 S Ragsdale St, Jacksonville, TX, 75766",75766,31.961387,-95.27053,0,0,0,0,200,200,0,(903) 541-5000,,,04/15/2021      ,10:02:15        ,-95.27053,31.961387
1315,UT Health Science Center at Tyler ,Vaccine Hub,G,11937 Us Highway 271,Tyler,Smith,11937 Us Highway 271,75708,32.4255790153637,-95.213459998003,0,0,0,0,0,0,0,903-877-5703,https://www.signupgenius.com/go/UT,,04/16/2021      ,07:49:47        ,-95.21346,32.425579
1316,Weslaco Fire/EMS Department,Other,,,Weslaco,Hidalgo,119 E 5TH ST,78596,26.1575565446251,-97.9898887310631,0,1290,0,0,0,1290,0,,,,04/15/2021      ,16:14:06        ,-97.989889,26.157557
1317,Total Men's  Primary Care,Medical Practice,,CANYON RIDGE DR,Austin,Texas,500 CANYON RIDGE DR STE B300,78753,30.4045961,-97.6724447,0,0,0,0,23,23,0,,,,04/16/2021      ,09:11:31        ,-97.672445,30.404596
1318,Wellness Pointe Pinetree,Community Clinic,,1761 West Loop 281,Longview,Gregg,1761 West Loop 281,75604,32.4982181513097,-94.7901588603654,0,250,0,0,0,250,0,(903) 758-2610,http://www.wellnesspointe.org/,,04/16/2021      ,14:50:57        ,-94.790159,32.498218
1319,JAMES S LEE MDPA,Other,,1809 Golden Trail Ct,Carrollton,,"1809 Golden Trail Ct Carrollton, TX 75010",75010,33.0338,-96.88529,0,0,0,0,153,153,0,,,,04/08/2021      ,16:18:10        ,-96.88529,33.0338
1320,Umsa Primary Care Rural Health,Community Clinic,,,Uvalde,Uvalde,1195 Garner Field Rd Ste 500,78801,29.215152485752,-99.7666083428638,0,100,0,0,0,100,0,(830) 278-3027,,,04/16/2021      ,08:42:19        ,-99.766608,29.215152
1321,South Dallas Health Center,Community Clinic,,Spring Ave,Dallas,Dallas,4922 Spring Ave,75210,32.77,-96.73,0,0,0,0,180,180,0,,,,04/15/2021      ,11:00:53        ,-96.73,32.77
1322,TD Healthcare LLC,Other,,105 E Broadway Street,Denver City,Yoakum,"105 E Broadway Street Denver City, TX 79323",79323,32.964758,-102.828635,0,0,0,0,140,140,0,,,,04/16/2021      ,15:02:47        ,-102.828635,32.964758
1323,Allcare Pediatrics-Missouri,Other,,Highway 6,Missouri City,Fort Bend,5201 Highway 6 Ste 500,77459,29.5762293775428,-95.5745076606754,0,0,0,0,10,10,0,,,,04/16/2021      ,17:24:03        ,-95.574508,29.576229
1324,"Executive Medical Services, PC",Other,,MARS DR,Woodway,McLennan,8301 MARS DR WACO 76712,76712,31.4857555646522,-97.2027175029814,0,0,0,0,100,100,0,,,,04/16/2021      ,08:29:11        ,-97.202718,31.485756
1325,Bay Area Dialysissinton,Other,,East Sinton St,Sinton,San Patricio,222 East Sinton St,78387,28.0365138597757,-97.5084091183824,0,0,0,0,5,5,0,,,,04/15/2021      ,08:55:44        ,-97.508409,28.036514
1326,Texas Superior Care Rx LLC,Pharmacy,,5th Street and Main Street ,McCamey,Upton ,111 East 5th Street,79752,31.1338486521097,-102.222766486027,0,50,0,180,0,50,180,(432) 652-4220,,,04/16/2021      ,23:23:23        ,-102.222766,31.133849
1327,Tanglewood Pharmacy Inc,Other,,A Northwest Loop,Stephenville,Erath,2445 A Northwest Loop,76401,32.2201901894268,-98.2381646042663,0,0,0,0,175,175,0,,,,04/17/2021      ,12:05:05        ,-98.238165,32.22019
