OBJECTID,NAME,UFID,TYPE,TSA,STREET,CITY,COUNTY,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,PublicPhone,WEBSITE,RemoveRecord,HOURSOFOPERATION,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1690,Highrise Health Pllc Dba Vertical Healt,30040743,Medical Practice,,3624 Oak Lawn Avenue,Dallas,Dallas,0,0,20,0,20,0,20,(214) 892-2271,,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",,,-96.803926,32.8133
1691,Marathon Petroleum Texas City,1502141008,Other,,2401 5th Ave S,Texas City,Galveston,0,0,160,160,160,160,320,,,,,01/15/2021      ,08:27:45        ,-94.929763,29.379101
1692,Hillside Family Health Clinic Pa,25067492,Medical Practice,,7130 Bell St,Amarillo,Randall,0,0,210,0,210,0,210,(806) 373-4010,http://hfhcamarillo.com/,,,01/16/2021      ,11:00:53        ,-101.901971,35.134606
1693,Maverick County Hospital District,30016580,Community Clinic,,3406 Bob Rogers Dr Ste 290,Eagle Pass,Maverick,0,0,0,0,0,0,0,(830) 757-4900,http://www.mchdep.org/,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/14/2021      ,08:51:52        ,-100.456928,28.714357
1694,Hope Clinic,25110632,Community Clinic,,7001 Corporate Dr,Houston,Harris,0,0,0,100,0,100,100,(918) 749-8378,http://www.hopetesting.org/,,,01/15/2021      ,15:43:27        ,-95.551511,29.703542
1695,Medina Clinic Mission,25104188,Other,,1924 E Griffin Pkwy,Mission,Hidalgo,0,0,0,0,0,0,0,(956) 581-5100,http://medina-javier-md.jany.io/,,,01/13/2021      ,13:57:32        ,-98.292112,26.225276
1696,Frank S Parma Md,25279456,Medical Practice,,2700 Citizens Plz Ste 202,Victoria,Victoria,0,0,0,0,0,0,0,,,,,01/13/2021      ,12:02:46        ,-96.975638,28.813422
1697,Freestone Health Clinic,25311797,Community Clinic,,734 West Commerce,Fairfield,Freestone,0,0,0,0,0,0,0,(903) 389-2181,http://www.freestonemc.com/services/freestone-health-clinic/,,"Monday: 7:00 AM – 7:00 PM,Tuesday: 7:00 AM – 7:00 PM,Wednesday: 7:00 AM – 7:00 PM,Thursday: 7:00 AM – 7:00 PM,Friday: 7:00 AM – 7:00 PM,Saturday: Closed,Sunday: Closed",01/13/2021      ,08:53:11        ,-96.171853,31.725075
1698,Freeport Community Health Network 061447,25308837,Community Clinic,,905 N Gulf Blvd Ste 100,Freeport,Brazoria,0,0,0,0,0,0,0,(281) 824-1480,https://mychn.org/freeport-community-health-center/,,,01/16/2021      ,12:13:04        ,-95.368524,28.967928
1699,Fox Rural Health Clinic,25010847,Community Clinic,,901 Hwy 83,Childress,Childress,0,0,0,0,0,0,0,(940) 937-3636,http://www.childresshospital.com/fox_health_clinic.htm,,"Monday: 8:00 AM – 5:00 PM,Tuesday: 8:00 AM – 5:00 PM,Wednesday: 8:00 AM – 5:00 PM,Thursday: 8:00 AM – 5:00 PM,Friday: 8:00 AM – 5:00 PM,Saturday: Closed,Sunday: Closed",01/16/2021      ,09:01:53        ,-100.225909,34.437375
1700,Kroger Pharmacy 352,25205622,Pharmacy,,18030 Fm 529 Rd,Cypress,Harris,0,0,0,0,0,0,0,(281) 550-6942,http://www.kroger.com/stores/details/034/00352?cid=loc_03400352PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,09:22:31        ,-95.685591,29.879937
1701,Kroger Pharmacy 371,25205635,Pharmacy,,12222 Jones Road,Houston,Harris,0,0,0,0,0,0,0,(832) 912-7578,http://www.kroger.com/stores/details/034/00371?cid=loc_03400371PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,19:02:51        ,-95.582351,29.951724
1702,NORTH TEXAS INFECTIOUS DISEASE CONSULTANTS -WORTH ST,25170969,Medical Practice,,3409 Worth St,Dallas,Dallas,153,975,0,0,153,975,1128,(214) 823-2533,https://www.infectiousdiseases.com/?utm_source=GMB&utm_medium=organic,,,01/15/2021      ,07:22:00        ,-96.77981,32.78867
1703,Kroger Pharmacy 957,25205752,Pharmacy,,1310 Clarksville St,Paris,Lamar,0,0,0,0,0,0,0,(903) 785-1922,http://www.kroger.com/stores/details/035/00957?cid=loc_03500957PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,11:35:02        ,-95.542258,33.658732
1704,Kroger Pharmacy 870,25205747,Pharmacy,,3770 Belt Line Rd,Addison,Dallas,0,0,0,0,0,0,0,(972) 620-0349,http://www.kroger.com/stores/details/035/00870?cid=loc_03500870PP_gmb,,,01/16/2021      ,09:09:29        ,-96.853019,32.950517
1705,Kroger Pharmacy 456,25205670,Pharmacy,,2709 Cross Timbers Road,Flower Mound,Denton,0,0,0,0,0,0,0,(972) 355-1086,http://www.kroger.com/stores/details/011/00456?cid=loc_01100456PP_gmb,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,21:09:27        ,-97.071704,33.036176
1706,Kroger Pharmacy 527,25205689,Pharmacy,,200 W Camp Wisdom Rd,Duncanville,Dallas,0,0,0,0,0,0,0,(972) 298-6255,http://www.kroger.com/stores/details/035/00527?cid=loc_03500527PP_gmb,,,,,-96.90936,32.661879
1707,Kroger Pharmacy 540,25205694,Pharmacy,,3305 N Dallas Parkway,Plano,Collin,0,0,0,0,0,0,0,(972) 608-4694,http://www.kroger.com/stores/details/025/00430?cid=loc_02500430PP_gmb,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,20:44:06        ,-96.830067,33.046876
1708,Kroger Pharmacy 582,25205711,Pharmacy,,9135 Grapevine Hwy,North Richland Hills,Tarrant,0,0,0,0,0,0,0,(817) 605-3937,http://www.kroger.com/stores/details/035/00582?cid=loc_03500582PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:57:56        ,-97.192326,32.850721
1709,Kroger Pharmacy 746,25205739,Other,,11701 S Sam Houston Pkwy,Houston,Harris,0,0,11,0,11,0,11,(281) 484-3294,,,,01/11/2021      ,16:15:47        ,-95.22251,29.589831
1710,Kroger Pharmacy 521,25205686,Pharmacy,,2109 Harwood Rd,Bedford,Tarrant,0,0,0,0,0,0,0,(817) 685-9628,http://www.kroger.com/stores/details/035/00521?cid=loc_03500521PP_gmb,,,01/16/2021      ,09:56:12        ,-97.133197,32.852138
1711,Kroger Pharmacy 373,25205636,Pharmacy,,2301 Rayford Rd,Spring,Montgomery,0,0,30,0,30,0,30,(832) 813-0410,http://www.kroger.com/stores/details/011/00373?cid=loc_01100373PP_gmb,,,01/16/2021      ,11:05:11        ,-95.407747,30.122964
1712,Kroger Pharmacy 383,25205643,Pharmacy,,2303 Boonville Rd,Bryan,Brazos,0,0,40,0,40,0,40,(979) 774-8377,http://www.kroger.com/stores/details/034/00383?cid=loc_03400383PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,09:45:15        ,-96.336569,30.674511
1713,Kroger Pharmacy 302,25205588,Pharmacy,,5730 Seawall Blvd,Galveston,Galveston,0,0,0,0,0,0,0,(409) 741-9091,http://www.kroger.com/stores/details/034/00302?cid=loc_03400302PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,21:13:33        ,-94.822776,29.268728
1714,Kroger Pharmacy 591,25302213,Pharmacy,,1631 Sw Wilshire Blvd,Burleson,Johnson,0,0,0,0,0,0,0,(817) 258-5952,http://www.kroger.com/stores/details/035/00591?cid=loc_03500591PP_gmb,,,01/11/2021      ,09:03:32        ,-97.350975,32.517376
1715,Kroger Pharmacy 990,25205755,Pharmacy,,1215 North St,Nacogdoches,Nacogdoches,0,0,30,0,30,0,30,(936) 569-9884,http://www.kroger.com/stores/details/035/00990?cid=loc_03500990PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,15:15:05        ,-94.653032,31.614108
1716,Kroger Pharmacy 320,25205602,Pharmacy,,4825 Sweetwater Blvd,Sugar Land,Fort Bend,0,0,0,0,0,0,0,(281) 494-6555,http://www.kroger.com/stores/details/011/00320?cid=loc_01100320PP_gmb,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,16:34:36        ,-95.632365,29.586365
1717,Kroger Pharmacy 389,25205647,Pharmacy,,6616 Fm 1488 Rd,Magnolia,Montgomery,0,0,0,0,0,0,0,(936) 321-9870,http://www.kroger.com/stores/details/034/00389?cid=loc_03400389PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,09:04:25        ,-95.56641,30.221576
1718,Kroger Pharmacy 733,25205727,Pharmacy,,1550 W Grand Pkwy S,Katy,Fort Bend,0,0,0,0,0,0,0,(281) 693-0606,http://www.kroger.com/stores/details/034/00733?cid=loc_03400733PP_gmb,,,01/13/2021      ,15:50:25        ,-95.776819,29.758022
1719,Kroger Pharmacy 256,25205582,Pharmacy,,1804 N Velasco St,Angleton,Brazoria,0,0,0,0,0,0,0,(979) 849-5460,http://www.kroger.com/stores/details/016/00538?cid=loc_01600538PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 7:00 PM,Sunday: 10:00 AM – 6:00 PM",01/13/2021      ,14:34:16        ,-95.43292,29.182703
1720,Kroger Pharmacy 347,25205619,Pharmacy,,9303 Hwy 6 South,Houston,Harris,0,0,0,0,0,0,0,(713) 474-2111,http://www.kroger.com/stores/details/034/00347?cid=loc_03400347PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,14:47:08        ,-95.643536,29.678634
1721,Kroger Pharmacy 545,25205697,Pharmacy,,1001 N Beckley Ste 500,Desoto,Dallas,0,0,0,0,0,0,0,(972) 224-3225,http://www.kroger.com/stores/details/026/00545?cid=loc_02600545PP_gmb,,,01/11/2021      ,09:51:20        ,-96.823457,32.605753
1722,Kroger Pharmacy 343,25205616,Pharmacy,,8323 Broadway St,Pearland,Brazoria,0,0,0,0,0,0,0,(540) 885-9875,http://www.kroger.com/stores/details/029/00343?cid=loc_02900343PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,15:21:12        ,-95.34913,29.559073
1723,Kroger Pharmacy 565,30035122,Pharmacy,,1801 N Lake Forest Dr,Mckinney,Collin,0,0,0,0,0,0,0,(469) 678-3882,http://www.kroger.com/stores/details/026/00565?cid=loc_02600565PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,09:52:06        ,-96.679554,33.216701
1724,Kroger Pharmacy 740,25205734,Pharmacy,,7747 Kirby Dr,Houston,Harris,0,0,0,0,0,0,0,(713) 661-7440,http://www.kroger.com/stores/details/034/00740?cid=loc_03400740PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,19:54:47        ,-95.415588,29.695347
1725,Kroger Pharmacy 355,25205624,Pharmacy,,1938 W Gray St,Houston,Harris,0,0,0,0,0,0,0,(713) 521-2317,http://www.kroger.com/stores/details/034/00355?cid=loc_03400355PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,18:49:38        ,-95.4055,29.753131
1726,Kroger Pharmacy 378,25205641,Pharmacy,,6055 Fry Rd,Katy,Harris,0,0,30,0,30,0,30,(281) 858-7613,http://www.kroger.com/stores/details/034/00378?cid=loc_03400378PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,20:13:51        ,-95.720236,29.860571
1727,Kroger Pharmacy 321,25205603,Pharmacy,,3100 Hwy 35,Alvin,Brazoria,0,0,0,0,0,0,0,(281) 388-3403,http://www.kroger.com/stores/details/034/00321?cid=loc_03400321PP_gmb,,,01/14/2021      ,11:58:24        ,-95.247542,29.398521
1728,Kroger Pharmacy 358,25205627,Pharmacy,,5671 Treaschwig Rd,Spring,Harris,0,0,0,0,0,0,0,(281) 443-2883,https://www.kroger.com/stores/details/034/00358?cid=loc_03400358_gmb,,,01/14/2021      ,19:04:14        ,-95.347662,30.044694
1729,Kroger Pharmacy 327,25205607,Pharmacy,,13135 Louetta Rd,Cypress,Harris,0,0,0,0,0,0,0,(281) 379-7756,http://www.kroger.com/stores/details/034/00327?cid=loc_03400327PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,06:39:53        ,-95.622128,29.995195
1730,Kroger Pharmacy 748,25205740,Pharmacy,,10010 Cypresswood Dr,Houston,Harris,0,0,0,0,0,0,0,(281) 807-1056,http://www.kroger.com/stores/details/034/00748?cid=loc_03400748PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,19:56:19        ,-95.565779,29.981679
1731,Kroger Pharmacy 573,25304961,Pharmacy,,1250 N Preston Road,Prosper,Collin,0,0,0,0,0,0,0,(972) 346-5210,http://www.kroger.com/stores/details/035/00573?cid=loc_03500573PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,08:44:38        ,-96.784771,33.249868
1732,Kroger Pharmacy 592,30035104,Pharmacy,,5101 W Sublett Rd,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 516-3763,,,,01/15/2021      ,20:22:47        ,-97.18866,32.648118
1733,Kroger Pharmacy 349,25205620,Pharmacy,,1520 Eldridge Pkwy,Houston,Harris,0,0,0,0,0,0,0,(281) 496-7719,https://www.kroger.com/stores/details/034/00349?cid=loc_03400349_gmb,,,01/16/2021      ,08:35:43        ,-95.625417,29.757536
1734,Kroger Pharmacy 190,25289317,Pharmacy,,9475 Fm 1960 Bypass Rd W,Humble,Harris,0,0,0,0,0,0,0,(281) 973-5090,http://www.kroger.com/stores/details/034/00190?cid=loc_03400190PP_gmb,,,01/11/2021      ,15:08:55        ,-95.283178,30.005046
1735,Kroger Pharmacy 431,25205661,Pharmacy,,325 E Spring St,Palestine,Anderson,0,0,0,0,0,0,0,(903) 729-5362,http://www.kroger.com/stores/details/011/00431?cid=loc_01100431PP_gmb,,,01/14/2021      ,18:40:09        ,-95.627639,31.761747
1736,Kroger Pharmacy 737,25205731,Pharmacy,,12400 Fm 1960 Rd W,Houston,Harris,0,0,10,0,10,0,10,(832) 237-4890,https://www.kroger.com/stores/details/034/00737?cid=loc_03400737_gmb,,"Monday: 6:00 AM – 11:00 PM,Tuesday: 6:00 AM – 11:00 PM,Wednesday: 6:00 AM – 11:00 PM,Thursday: 6:00 AM – 11:00 PM,Friday: 6:00 AM – 11:00 PM,Saturday: 6:00 AM – 11:00 PM,Sunday: 6:00 AM – 11:00 PM",01/16/2021      ,09:19:04        ,-95.603624,29.922424
1737,Kroger Pharmacy 392,25205649,Pharmacy,,6425 Fm 1464 Rd,Richmond,Fort Bend,0,0,50,0,50,0,50,(281) 277-2242,http://www.kroger.com/stores/details/034/00392?cid=loc_03400392PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/12/2021      ,20:40:41        ,-95.688061,29.708236
1738,Kroger Pharmacy 735,25205729,Pharmacy,,12555 Briar Forest Dr,Houston,Harris,0,0,0,0,0,0,0,(281) 496-1092,http://www.kroger.com/stores/details/021/00735?cid=loc_02100735PP_gmb,,,01/13/2021      ,09:08:26        ,-95.605306,29.753813
1739,Kroger Pharmacy 743,25205737,Pharmacy,,151 N Friendswood Dr,Friendswood,Galveston,0,0,0,0,0,0,0,(281)-992-1710,http://www.kroger.com/stores/details/018/00743?cid=loc_01800743PP_gmb,,,,,-95.206844,29.534382
1740,Kroger Pharmacy 522,25205687,Pharmacy,,7100 Independence Pkwy,Plano,Collin,0,0,0,0,0,0,0,(972) 491-2596,http://www.kroger.com/stores/details/035/00522?cid=loc_03500522PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/13/2021      ,09:39:04        ,-96.750088,33.072463
1741,Kroger Pharmacy 309,25205592,Pharmacy,,1801 S Voss Rd,Houston,Harris,0,0,0,0,0,0,0,(713) 780-7643,http://www.kroger.com/stores/details/029/00572P?cid=loc_02900572PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,09:15:27        ,-95.500958,29.748471
1742,Kroger Pharmacy 312,25205595,Pharmacy,,1035 N Shepherd Dr,Houston,Harris,0,0,0,0,0,0,0,(713) 880-4661,,,,01/15/2021      ,20:29:32        ,-95.409885,29.789345
1743,Kroger Pharmacy 385,25205644,Pharmacy,,16400 El Camino Real,Houston,Harris,0,0,0,0,0,0,0,(281) 286-8364,http://www.kroger.com/stores/details/034/00385?cid=loc_03400385PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,10:52:45        ,-95.124239,29.558957
1744,Kroger Pharmacy 376,25205639,Pharmacy,,18518 Kuykendahl Rd,Spring,Harris,0,0,0,0,0,0,0,(281) 350-3591,http://www.kroger.com/stores/details/024/00376?cid=loc_02400376PP_gmb,,"Monday: 8:00 AM – 9:00 PM,Tuesday: 8:00 AM – 9:00 PM,Wednesday: 8:00 AM – 9:00 PM,Thursday: 8:00 AM – 9:00 PM,Friday: 8:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/11/2021      ,15:13:41        ,-95.487967,30.039645
1745,Kroger Pharmacy 953,25205751,Pharmacy,,300 E End Blvd Hwy 80,Marshall,Harrison,0,0,0,0,0,0,0,(903) 935-7410,http://www.kroger.com/stores/details/035/00953?cid=loc_03500953PP_gmb,,,01/16/2021      ,10:11:09        ,-94.349889,32.542888
1746,Kroger Pharmacy 436,25205664,Pharmacy,,235 E Fm 1382,Cedar Hill,Dallas,0,0,0,0,0,0,0,(972) 291-0224,http://www.kroger.com/stores/details/035/00436?cid=loc_03500436PP_gmb,,,,,-96.941506,32.597744
1747,Kroger Pharmacy 448,25205667,Pharmacy,,950 E Sandy Lake Rd,Coppell,Dallas,0,0,0,0,0,0,0,(972) 304-0823,http://www.kroger.com/stores/details/035/00448?cid=loc_03500448PP_gmb,,,01/15/2021      ,12:21:51        ,-96.961001,32.969533
1748,Kroger Pharmacy 375,25205638,Pharmacy,,11565 State Hwy 6 South,Sugar Land,Fort Bend,0,0,0,0,0,0,0,(281) 340-1504,http://www.kroger.com/stores/details/034/00375?cid=loc_03400375PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,12:23:46        ,-95.651282,29.648035
1749,Kroger Pharmacy 557,25205701,Pharmacy,,6850 North Shiloh Road,Garland,Dallas,0,0,0,0,0,0,0,(972) 496-4503,http://www.kroger.com/stores/details/035/00557?cid=loc_03500557PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/15/2021      ,20:01:11        ,-96.665217,32.977411
1750,Kroger Pharmacy 516,25205683,Pharmacy,,976 Keller Pkwy,Keller,Tarrant,0,0,0,0,0,0,0,(817) 431-5178,http://www.kroger.com/stores/details/035/00516?cid=loc_03500516PP_gmb,,"Monday: 9:00 AM – 8:00 PM,Tuesday: 9:00 AM – 8:00 PM,Wednesday: 9:00 AM – 8:00 PM,Thursday: 9:00 AM – 8:00 PM,Friday: 9:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/14/2021      ,09:01:36        ,-97.230494,32.932293
1751,Kroger Pharmacy 490,25205676,Pharmacy,,2415 Us Highway 79 S,Henderson,Rusk,0,0,0,0,0,0,0,(903) 657-8596,http://www.kroger.com/stores/details/011/00490?cid=loc_01100490PP_gmb,,"Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 8:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/16/2021      ,08:11:25        ,-94.808312,32.130144
1752,Kroger Pharmacy 445,25205666,Pharmacy,,5330 S Cooper St,Arlington,Tarrant,0,0,0,0,0,0,0,(817) 472-9576,http://www.kroger.com/stores/details/035/00445?cid=loc_03500445PP_gmb,,"Monday: 9:00 AM – 9:00 PM,Tuesday: 9:00 AM – 9:00 PM,Wednesday: 9:00 AM – 9:00 PM,Thursday: 9:00 AM – 9:00 PM,Friday: 9:00 AM – 9:00 PM,Saturday: 9:00 AM – 6:00 PM,Sunday: 11:00 AM – 6:00 PM",01/10/2021      ,10:54:56        ,-97.134451,32.660737
1753,Kroger Pharmacy 738,25205732,Pharmacy,,8745 Spring Cypress Rd,Spring,Harris,0,0,40,0,40,0,40,(832) 717-4111,http://www.kroger.com/stores/details/018/00738?cid=loc_01800738PP_gmb,,,01/16/2021      ,15:19:44        ,-95.552364,30.03264
