OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
2056,ARISE AUSTIN MEDICAL CENTER,Hospital,O,3003 Bee Cave Road,Austin,Travis,3003 Bee Cave Road,78746,30.2710922971924,-97.7939368881852,0,0,30,200,30,200,230,400,(512) 314-3800,http://www.arisemedicalcenter.com/,,01/27/2021      ,08:42:11        ,-97.793937,30.271092
2057,NOCONA GENERAL HOSPITAL,Community Clinic,C,100 Park Rd,Nocona,Montague,100 Park Rd,76255,33.7782878949615,-97.7316229864926,575,0,0,100,575,100,675,1275,(940) 825-3235,http://www.noconageneral.com/,,01/26/2021      ,07:35:54        ,-97.731623,33.778288
2058,SEYMOUR HOSPITAL,Hospital,C,200 Stadium Dr,Seymour,Baylor,"200 Stadium Dr, Seymour, TX, 76380",76380,33.594956,-99.28506,0,0,0,0,0,0,0,200,(940) 889-5572,http://seymourhospital.com/,,01/26/2021      ,12:37:26        ,-99.28506,33.594956
2059,TITUS REGIONAL MEDICAL CENTER,Hospital,F,2001 North Jefferson,Mount Pleasant,Titus,2001 North Jefferson,75455,33.1757761133722,-94.9704666132902,0,0,0,110,0,110,110,2100,(903) 577-6000,https://www.titusregional.com/,,01/27/2021      ,08:09:52        ,-94.970467,33.175776
2060,WILBARGER GENERAL HOSPITAL,Hospital,C,920 Hillcrest Dr,Vernon,Wilbarger,920 Hillcrest Dr,76384,34.1594530413675,-99.3133358321611,0,0,0,170,0,170,170,400,(940) 552-9351,http://www.wghospital.com/,,01/27/2021      ,07:56:15        ,-99.313336,34.159453
2061,MEDICAL CITY - NORTH HILLS,Hospital,E,4401 Booth Calloway Rd,North Richland Hills,Tarrant,4401 Booth Calloway Rd,76180,32.8291839979725,-97.2122374629662,0,0,340,0,340,0,340,2400,(817) 255-1000,https://medicalcityhealthcare.com/locations/medical-city-north-hills/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,01/26/2021      ,07:20:08        ,-97.212237,32.829184
2062,TEXOMA MEDICAL CENTER,Hospital,E,5016 S Us Highway 75,Denison,Grayson,5016 S Us Highway 75,75020,33.7106999120257,-96.5872473905731,3273,3900,0,0,3273,3900,7173,13100,(903) 416-4000,https://www.texomamedicalcenter.net/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,01/26/2021      ,07:32:09        ,-96.587247,33.7107
2063,HCA HOUSTON HEALTHCARE NORTHWEST,Hospital,Q,710 Cypress Creek Parkway,Houston,Harris,710 Cypress Creek Parkway,77090,30.0204449985272,-95.4422710349049,0,0,0,0,0,0,0,6300,(281) 440-1000,https://hcahoustonhealthcare.com/locations/northwest?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,,,-95.442271,30.020445
2064,MEDICAL CITY - FORT WORTH,Hospital,E,900 8th Ave,Fort Worth,Tarrant,900 8th Ave,76104,32.7359419887587,-97.3437375376674,0,0,0,600,0,600,600,1800,(817) 336-2100,https://medicalcityhealthcare.com/locations/medical-city-fort-worth/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,01/27/2021      ,07:59:35        ,-97.343738,32.735942
2065,LBJ GENERAL,Hospital,Q,5656 Kelley St,Houston,Harris,"5656 Kelley St, Houston, TX, 77026",77026,29.79437,-95.33395,0,1945,0,1100,0,3045,3045,11950,(713) 566-5100,https://www.harrishealth.org/locations-hh/Pages/lbj.aspx,,01/27/2021      ,07:57:27        ,-95.33395,29.79437
2066,MEDICAL CITY - WEATHERFORD,Hospital,E,713 E Anderson St,Weatherford,Parker,713 E Anderson St,76086,32.7474974481147,-97.7857886337609,0,0,0,490,0,490,490,1400,(682) 582-1000,https://medicalcityhealthcare.com/locations/medical-city-weatherford/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,01/27/2021      ,09:13:20        ,-97.785789,32.747497
2067,ST. DAVID'S HEART HOSPITAL OF AUSTIN,Hospital,O,3801 N Lamar Blvd,Austin,Travis,3801 N Lamar Blvd,78756,30.3066098784591,-97.7421663597886,0,0,0,230,0,230,230,1500,(512) 407-7000,http://www.stdavids.com/locations/heart-hospital-of-austin/about?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,01/26/2021      ,08:31:03        ,-97.742166,30.30661
2068,ST. DAVID'S MC,Hospital,O,919 E 32nd St,Austin,Travis,"919 E 32nd St, Austin, TX, 78705",78705,30.292424,-97.73856,195,975,0,300,195,1275,1470,6700,(512) 943-3000,https://stdavids.com/location/st-davids-georgetown-hospital,,01/27/2021      ,07:50:54        ,-97.73856,30.292424
2069,MEDICAL CITY - DALLAS,Hospital,E,7777 Forest Lane,Dallas,Dallas,7777 Forest Lane,75230,32.9096896634018,-96.7733386330182,0,150,0,170,0,320,320,4100,(972) 566-7000,https://medicalcityhealthcare.com/locations/medical-city-dallas/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,01/26/2021      ,17:34:08        ,-96.773339,32.90969
2070,BAPTIST HEALTH SYSTEM-MTB,Hospital,P,3333 Research Plz,San Antonio,Bexar,3333 Research Plz,78235,29.3435658325181,-98.4372813619849,0,0,0,0,0,0,0,300,,,,01/27/2021      ,07:33:59        ,-98.437281,29.343566
2071,NORTHEAST METHODIST HOSPITAL,Hospital,P,12412 Judson Rd,San Antonio,Bexar,12412 Judson Rd,78233,29.5514349777027,-98.3477390829231,0,0,720,880,720,880,1600,2800,,,,01/24/2021      ,23:24:25        ,-98.347739,29.551435
2072,BAPTIST HEALTH SYSTEM-NCBH,Hospital,P,520 Madison Oak Dr,San Antonio,Bexar,520 Madison Oak Dr,78258,29.6211011240356,-98.4921359729451,0,55,0,470,0,525,525,2950,(210) 297-4000,https://www.baptisthealthsystem.com/our-locations/north-central-baptist-hospital,,01/27/2021      ,07:35:20        ,-98.492136,29.621101
2073,CITY HOSPITAL WHITE ROCK,Hospital,E,9440 Poppy Dr,Dallas,Dallas,9440 Poppy Dr,75218,32.8355042938368,-96.7048174173018,0,0,0,195,0,195,195,1000,(214) 324-6100,http://www.cityhospital.co/,,01/26/2021      ,10:15:35        ,-96.704817,32.835504
2074,Eagle Pharmacylindale,Pharmacy,,1404 S Main St,Lindale,Smith,1404 S Main St,75771,32.5026727013768,-95.4067414046296,0,0,0,500,0,500,500,1000,,http://www.eaglerx.net/,,01/26/2021      ,08:38:48        ,-95.406741,32.502673
2075,FOARD COUNTY CLINIC,Other,,200 NORTH 1ST STREET,CROWELL,TX,200 NORTH 1ST STREET,79252,33.9853297425366,-99.723686827218,0,0,0,0,0,0,0,100,,,,01/25/2021      ,15:32:33        ,-99.723687,33.98533
2076,Salinas Pharmacy Inc (San Benito),Pharmacy,,500 N Sam Houston Blvd,San Benito,Cameron,500 N Sam Houston Blvd,78586,26.1351184715214,-97.6287628978624,0,0,0,0,0,0,0,100,(956) 399-5501,,,01/27/2021      ,07:31:48        ,-97.628763,26.135118
2077,Odessa Consultants,Medical Practice,,420 E 6th St Ste 107,Odessa,Ector,420 E 6th St Ste 107,79761,31.8509612022328,-102.366809964197,0,0,0,320,0,320,320,1000,(346) 800-2878,,,01/22/2021      ,22:56:18        ,-102.36681,31.850961
2078,Freedom Urgent Care Harker Heights,Medical Practice,,300 W Central Texas Expy Ste115,Harker Heights,Bell,"300 West Central Texas Expressway Suite 115, Harker Heights, TX, USA",76548,31.0711687,-97.6756253,0,0,0,100,0,100,100,200,(254) 833-8456,http://www.freedomurgentcare.com,,01/22/2021      ,10:42:39        ,-97.675625,31.071169
2079,Franklin County Rural Health Clinic,Community Clinic,,506 Texas Highway 37,Mount Vernon,Franklin,506 Texas Highway 37,75457,33.1485250331121,-95.2383919356225,0,0,0,0,0,0,0,100,(903) 537-8222,http://www.fcrhc.com/,,01/26/2021      ,14:20:29        ,-95.238392,33.148525
2080,Nt Preferred Health Partners Plano,Medical Practice,,4708 Dexter Drive,Plano,Collin,4708 Dexter Drive,75093,33.0182237220756,-96.7908248343171,0,0,0,0,0,0,0,200,(972) 993-5050,http://www.ntphp.com/,,,,-96.790825,33.018224
2081,Northwest Texas Hospital Pharmacy,Hospital,,1501 S Coulter St,Amarillo,Potter,1501 S Coulter St,79106,35.1997580869122,-101.921855687127,0,0,1105,0,1105,0,1105,5100,(806) 354-1000,https://www.nwths.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,,,-101.921856,35.199758
2082,Premier ER Temple,Other,,7010 West Adams Ave,Temple,Bell,7010 West Adams Ave,76502,31.1177310073366,-97.4167589179318,0,0,0,100,0,100,100,200,(254) 228-1200,http://www.premier.care/,,01/26/2021      ,20:59:58        ,-97.416759,31.117731
2083,Premier ER Urgent Care,Other,,9110 Jordan Lane,Woodway,McLennan,9110 Jordan Lane,76712,31.4970922151101,-97.2227808913323,0,0,0,100,0,100,100,200,(254) 399-0740,http://www.premier.care/,,01/26/2021      ,20:56:28        ,-97.222781,31.497092
2084,SAN LUCAS FAMILY HEALTH CLINIC,Medical Practice,,1720 PECAN BLVD,McAllen,hidalgo,1720 Pecan Blvd,78501,26.2189978110693,-98.2357400088737,0,0,0,310,0,310,310,1000,(956) 702-7108,,,01/27/2021      ,08:40:15        ,-98.23574,26.218998
2085,Austin Regional Clinic Hutto,Medical Practice,,151 Exchange Blvd Ste 500,Hutto,Williamson,151 Exchange Blvd Ste 500,78634,30.5427667044376,-97.5552371081901,0,0,0,90,0,90,90,1000,(512) 846-1244,https://www.austinregionalclinic.com/clinics/arc-hutto?utm_source=online-directory&utm_campaign=yext&utm_content=location-hu,,01/27/2021      ,08:04:50        ,-97.555237,30.542767
2086,JASPER NEWTON CO CLINIC,Community Clinic,,139 W. Lamar,Jasper,Jasper,139 W. Lamar,75951,30.921822502707,-94.0011099884292,0,0,1916,0,1916,0,1916,3300,(409) 384-6829,,,01/25/2021      ,16:58:50        ,-94.00111,30.921823
2087,Aubrey Pharmacy,Pharmacy,,701 S Highway 377,Aubrey,Denton,701 S Highway 377,76227,33.2984376807224,-96.9828279581771,0,0,0,80,0,80,80,300,(940) 440-0400,https://www.aubreypharmacy.com/?utm_source=google&utm_medium=gmb&utm_campaign=aubrey-tx-location,,01/26/2021      ,08:10:27        ,-96.982828,33.298438
2088,Clinicas Mi Doctor - Aldine 18,Medical Practice,,,,,,,29.9028951348282,-95.3136150237702,0,0,0,190,0,190,190,400,(281) 598-3300,http://www.clinicasmidoctor.com/,,01/27/2021      ,08:01:30        ,-95.313615,29.902895
2089,Ascension Seton Highland Lakes,Hospital,,3201 S Water Street,Burnet,Burnet,3201 S Water Street,78611,30.7340278898987,-98.2376112687575,0,0,150,0,150,0,150,700,(512) 715-3000,https://healthcare.ascension.org/Locations/Texas/TXAUS/Burnet-Ascension-Seton-Highland-Lakes,,01/20/2021      ,14:39:29        ,-98.237611,30.734028
2090,HOUSTON METHODIST CONTINUING CARE,Hospital,Q,701 S Fry Rd, Katy,Harris,"701 S Fry Rd, Katy, TX, 77450",77450,29.77697,-95.718875,0,0,0,0,0,0,0,1200,(281) 599-5700,https://www.houstonmethodist.org/locations/long-term-acute-care/continuing-care/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,,01/26/2021      ,08:47:05        ,-95.718875,29.77697
2091,Harvester Health And Wellness Clinic,Community Clinic,,701 N Price Rd,Pampa,Gray,701 N Price Rd,79065,35.5388333953632,-100.98977489443,0,0,0,400,0,400,400,800,(806) 688-5433,,,01/19/2021      ,20:17:26        ,-100.989775,35.538833
2092,Communitycare North Central,Community Clinic,,1210 W Braker Ln,Austin,Travis,1210 W Braker Ln,78758,30.385459112183,-97.6942234661869,0,0,0,1440,0,1440,1440,3900,(512) 978-9300,http://communitycaretx.org/locations/north-central.html,,01/27/2021      ,07:41:05        ,-97.694223,30.385459
2093,Communitycare East Austin,Community Clinic,,211 Comal St,Austin,Travis,211 Comal St,78702,30.2596863919215,-97.7280733630657,0,0,0,0,0,0,0,200,(512) 978-9200,http://communitycaretx.org/locations/east-austin.html,,01/13/2021      ,07:54:41        ,-97.728073,30.259686
2094,Northeast Ped Associates Humble,Medical Practice,,104 E Main St,Humble,Harris,104 E Main St,77338,29.9981329170978,-95.2652986325628,0,0,0,0,0,0,0,100,(281) 548-7334,,,01/27/2021      ,08:02:42        ,-95.265299,29.998133
2095,Family Health Center Llp,Community Clinic,,2768 Pharmacy Rd,Rio Grande City,Starr,2768 Pharmacy Rd,78582,26.37525982421,-98.8601215341744,0,0,0,0,0,0,0,200,(956) 487-5621,,,01/14/2021      ,16:34:13        ,-98.860122,26.37526
2096,Gruesbeck Medical Clinic Nw 24th St,Medical Practice,,323 Nw 24th Street,San Antonio,Bexar,323 Nw 24th Street,78207,29.4321399598532,-98.5422915213473,0,0,0,100,0,100,100,200,(210) 434-4321,,,01/26/2021      ,10:50:38        ,-98.542292,29.43214
2097,Las Colinas Pharmacy,Pharmacy,,6420 N Macarthurblvd,Irving,Dallas,6420 N Macarthurblvd,75039,32.8961800890491,-96.9586872388415,0,0,0,0,0,0,0,100,(972) 650-2090,https://local.pharmacy.tomthumb.com/tx/irving/4010-n-macarthur-blvd.html,,01/11/2021      ,15:50:46        ,-96.958687,32.89618
2098,Harris County Hospital District Hchd,Other,,2525 A Holly Hall,Houston,Harris,2525 A Holly Hall,77054,29.6854374695969,-95.3873880092927,0,0,0,200,0,200,200,400,(713) 873-4000,https://www.harrishealth.org/,,01/27/2021      ,07:18:44        ,-95.387388,29.685437
2099,Gruesbeck Medical Clinic Cable Ranch Rd,Medical Practice,,1415 Cable Ranch Rd,San Antonio,Bexar,1415 Cable Ranch Rd,78245,29.4211038432182,-98.657754500703,0,0,0,0,0,0,0,100,(210) 670-2255,,,01/26/2021      ,10:49:23        ,-98.657755,29.421104
2100,Quality Urgent Care Of America,Medical Practice,,19422 Us Highway 281 N Ste 106,San Antonio,Bexar,19422 Us Highway 281 N Ste 106,78258,29.6228698464593,-98.46342684376,0,0,500,0,500,0,500,2000,(210) 455-9000,https://www.qualityurgentcareofamerica.com/,,01/14/2021      ,10:14:43        ,-98.463427,29.62287
2101,Garland Independent Pharmacy,Pharmacy,,3641 Broadway Blvd,Garland,Dallas,3641 Broadway Blvd,75043,32.8701679421915,-96.611659515934,0,0,0,0,0,0,0,100,(972) 864-1110,http://www.giprx.com/,,01/21/2021      ,11:55:05        ,-96.61166,32.870168
2102,Frontera Healthcare Network Mason Clinic,Community Clinic,,216 E College,Mason,Mason,216 E College,76856,30.7439074715339,-99.2287311699375,0,0,100,0,100,0,100,200,(325) 347-5926,http://www.fronterahn.org/,,01/21/2021      ,17:09:51        ,-99.228731,30.743907
2103,Albertsons Pharmacy 4279,Pharmacy,,833 N E Alsbury Blvd,Burleson,Johnson,833 N E Alsbury Blvd,76028,32.5649460091092,-97.3222520376194,0,0,0,0,0,0,0,400,(817) 451-1637,,,01/27/2021      ,08:40:37        ,-97.322252,32.564946
2104,United pharmacy 547,Pharmacy,,920 N Willis St,Abilene,Taylor,"920 North Willis Street, Abilene, TX, USA",79603,32.4601449,-99.7652547,0,0,0,0,0,0,0,200,(325) 677-1362,https://local.pharmacy.unitedsupermarkets.com/tx/abilene/920-n-willis-st.html,,01/27/2021      ,09:12:21        ,-99.765255,32.460145
2105,United Pharmacy 574,Pharmacy,,2160 Pine St,Abilene,Taylor,2160 Pine St,79601,32.4738280160696,-99.7311574498804,0,0,0,0,0,0,0,100,(325) 673-4737,https://local.pharmacy.unitedsupermarkets.com/tx/abilene/2160-pine-st.html,,01/27/2021      ,09:24:12        ,-99.731157,32.473828
2106,Market Street Pharmacy 675,Pharmacy,,4950 E 42nd St,Odessa,Ector,4950 E 42nd St,79762,31.8933441731579,-102.334782435715,0,0,0,0,0,0,0,100,(432) 367-4612,https://local.pharmacy.marketstreetunited.com/tx/odessa/4950-e-42nd-st.html,,01/26/2021      ,11:04:58        ,-102.334782,31.893344
2107,Albertsons Pharmacy 4294,Pharmacy,,210 W Katherine P Raines,Cleburne,Johnson,210 W Katherine P Raines,76033,32.3835669469014,-97.3938453930402,0,0,0,0,0,0,0,100,(817) 641-6030,http://www.albertsons.com/pharmacy/,,01/27/2021      ,09:26:14        ,-97.393845,32.383567
2108,Albertsons Pharmacy 4289,Pharmacy,,320 Casa Linda Plaza,Dallas,Dallas,320 Casa Linda Plaza,75218,32.8327886350505,-96.7009417482992,0,0,0,0,0,0,0,100,(214) 319-8221,http://www.acmemarkets.com/pharmacy/,,01/20/2021      ,07:38:33        ,-96.700942,32.832789
2109,Albertsons Pharmacy 4286,Pharmacy,,6700 West Freeway,Fort Worth,Tarrant,6700 West Freeway,76116,32.7357073373796,-97.432800371867,0,0,0,0,0,0,0,100,(817) 377-8078,,,01/24/2021      ,00:29:04        ,-97.4328,32.735707
2110,Best Value Royces Pharmacy,Pharmacy,,502 N Main St,Cleburne,Johnson,502 N Main St,76033,32.3512526146841,-97.3878152842576,0,0,0,0,0,0,0,100,(817) 645-2445,http://www.mybestvaluerx.com/,,01/27/2021      ,07:52:26        ,-97.387815,32.351253
2111,Kroger Pharmacy 413,Pharmacy,,2580 E Arkansas Ln,Arlington,Tarrant,2580 E Arkansas Ln,76014,32.7060225339165,-97.0649960064632,0,0,0,0,0,0,0,200,(817) 861-2779,http://www.kroger.com/stores/details/011/00413?cid=loc_01100413PP_gmb,,01/25/2021      ,11:55:16        ,-97.064996,32.706023
2112,Kroger Pharmacy 149,Pharmacy,,800 N Dixie Dr,Clute,Brazoria,800 N Dixie Dr,77531,29.0384250781679,-95.4222465843995,0,0,0,0,0,0,0,100,(979) 529-4392,,,01/15/2021      ,15:15:01        ,-95.422247,29.038425
2113,Kroger Pharmacy 145,Pharmacy,,223 Interstate 45 S,Huntsville,Walker,223 Interstate 45 S,77340,30.7099627334202,-95.5648148784255,0,0,0,0,0,0,0,100,(936) 999-7001,http://www.kroger.com/stores/details/035/00521?cid=loc_03500521PP_gmb,,01/27/2021      ,07:27:16        ,-95.564815,30.709963
2114,Kroger Pharmacy 010,Pharmacy,,24401 Brazos Town Xing,Rosenberg,Fort Bend,24401 Brazos Town Xing,77471,29.5429645616293,-95.7512495274427,0,0,0,0,0,0,0,100,(281) 232-1237,http://www.kroger.com/stores/details/034/00010?cid=loc_03400010PP_gmb,,01/17/2021      ,16:26:40        ,-95.75125,29.542965
2115,Kroger Pharmacy 014,Pharmacy,,12605 I45 N,Willis,Montgomery,12605 I45 N,77378,30.4209818576729,-95.4927475500957,0,0,0,0,0,0,0,100,(936) 890-5060,http://www.kroger.com/stores/details/014/00361?cid=loc_01400361PP_gmb,,01/19/2021      ,17:19:50        ,-95.492748,30.420982
2116,Seguin Family Health Center,Community Clinic,,1104 Jefferson Ave,Seguin,Guadalupe,1104 Jefferson Ave,78155,29.5662974750467,-97.9828739995057,0,0,0,0,0,0,0,100,(830) 379-9797,https://www.chcsct.com/,,,,-97.982874,29.566297
2117,Shots For Tots Far South,Local Health Department,,405 W Stassney Ln,Austin,Travis,405 W Stassney Ln,78745,30.2071748162653,-97.7791111067772,0,0,0,0,0,0,0,100,(512) 972-5520,http://www.austintexas.gov/immunizations,,01/25/2021      ,17:41:31        ,-97.779111,30.207175
2118,San Marcos Family Medicine,Medical Practice,,2406 Hunter Rd,San Marcos,Hays,2406 Hunter Rd,78666,29.8594699613097,-97.9673357112182,0,0,240,0,240,0,240,1000,(512) 396-7686,http://www.smfm.net/,,,,-97.967336,29.85947
2119,Seymour Hospital Rural Health Clinic,Community Clinic,,201 Stadium Dr,Seymour,Baylor,201 Stadium Dr,76380,33.5900091396598,-99.2478079624697,180,0,0,170,180,170,350,1375,(940) 889-5583,http://seymourhospital.com/,,01/26/2021      ,13:10:03        ,-99.247808,33.590009
2120,Mi Doctor Lewisville,Medical Practice,,701 S Stemmons Fwy Ste 260,Lewisville,Denton,701 S Stemmons Fwy Ste 260,75067,33.0394173887259,-97.0039830020527,0,0,0,0,0,0,0,100,(972) 316-6495,http://www.clinicasmidoctor.com/,,01/26/2021      ,16:53:44        ,-97.003983,33.039417
2121,Mi Doctor 13 Grand Prairie,Medical Practice,,410 E Pioneer Pkwy Ste 300,Grand Prairie,Dallas,410 E Pioneer Pkwy Ste 300,75051,32.7096281263357,-96.999974785398,0,0,0,0,0,0,0,100,(469) 733-1890,http://www.clinicasmidoctor.com/,,01/13/2021      ,08:17:06        ,-96.999975,32.709628
2122,Mi Doctor 7,Medical Practice,,4200 South Fwy Ste 106,Fort Worth,Tarrant,4200 South Fwy Ste 106,76115,32.6864427379848,-97.3210072046596,0,0,0,420,0,420,420,1000,,,,01/26/2021      ,18:33:57        ,-97.321007,32.686443
2123,Monahans Pharmacy Inc,Pharmacy,,801 E 4th St,Monahans,Ward,801 E 4th St,79756,31.594086676647,-102.884367817493,0,0,0,20,0,20,20,300,(432) 943-4212,https://www.mygnp.com/pharmacies/monahans-pharmacy-monahans-tx-79756/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4527339,,01/27/2021      ,08:07:02        ,-102.884368,31.594087
2124,El Paso Pulmonary Association East,Medical Practice,,1865 N Lee Trevino Dr,El Paso,El Paso,1865 N Lee Trevino Dr,79936,31.7673829858039,-106.319137460701,0,0,0,0,0,0,0,100,(915) 532-2477,http://www.elpasopulmonary.com/,,01/11/2021      ,10:24:28        ,-106.319137,31.767383
2125,Pecos County Memorial Hospital Dba Fami,Community Clinic,,387 W Ih 10,Fort Stockton,Pecos,387 W Ih 10,79735,30.9082768285243,-102.87937652067,0,0,0,375,0,375,375,1000,(432) 336-2004,http://www.pcmhfs.com/,,01/26/2021      ,13:58:48        ,-102.879377,30.908277
2126,Dept of Public Health -  Cherokee County / Jacksonville,Local Health Department,,803 College Ave,Jacksonville,Cherokee,803 College Ave,75766,31.9555132527414,-95.2765871756022,0,0,30,0,30,0,30,400,(770) 928-0133,https://www.nghd.org/locations/health-depts/cherokee-health.html,,01/26/2021      ,16:20:01        ,-95.276587,31.955513
2127,Dept of Public Health - City of Houston / Sharpstown,Local Health Department,,6201 Bonhomme,Houston,Harris,6201 Bonhomme,77036,29.7116603794096,-95.5135683415053,0,0,310,100,310,100,410,200,(832) 395-9800,http://www.houstontx.gov/health/HealthCenters/Sharpstown_Health_Services.html,,01/26/2021      ,08:51:15        ,-95.513568,29.71166
2128,Dept of Public Health - Ector County / Odessa,Local Health Department,,221 N Texas,Odessa,Ector,221 N Texas,79761,31.846938143413,-102.367078830659,0,0,0,0,0,0,0,700,(432) 498-4141,http://www.co.ector.tx.us/,,01/26/2021      ,09:11:17        ,-102.367079,31.846938
2129,Dept of Public Health - Tarrant County / Northwest Public Health Center,Local Health Department,,3800 Adam Grubb,Fort Worth,Tarrant,3800 Adam Grubb,76135,32.8104364960918,-97.435982933777,0,0,100,0,100,0,100,100,(817) 238-4441,,,01/25/2021      ,19:55:37        ,-97.435983,32.810436
2130,Dept of Public Health - Port Arthur,Local Health Department,,449 Austin Ave,Port Arthur,Jefferson,449 Austin Ave,77640,29.8717822722933,-93.9354467778156,73,0,0,0,73,0,73,700,(409) 983-8874,https://www.portarthurtx.gov/213/Health-Department,,01/26/2021      ,12:16:42        ,-93.935447,29.871782
2131,Dept of Public Health - El Paso County / Henderson Health Center,Local Health Department,,721 S Mesa St,El Paso,El Paso,721 S Mesa St,79901,31.7523403194511,-106.485089755843,0,0,0,0,0,0,0,200,(915) 212-4942,http://www.elpasotexas.gov/health/wic.asp,,01/26/2021      ,11:26:43        ,-106.48509,31.75234
2132,West Houston Community Health Center,Community Clinic,,19333 Clay Rd,Katy,Harris,19333 Clay Rd,77449,29.8310703131514,-95.7072829248883,0,0,0,0,0,0,0,100,(713) 462-6555,http://www.sbchc.net/,,01/26/2021      ,22:35:43        ,-95.707283,29.83107
2133,Wellness Pointe Pinetree,Community Clinic,,1761 West Loop 281,Longview,Gregg,1761 West Loop 281,75604,32.4982181513097,-94.7901588603654,0,0,40,0,40,0,40,300,(903) 758-2610,http://www.wellnesspointe.org/,,01/26/2021      ,19:00:11        ,-94.790159,32.498218
2134,Eagle Pharmacy,Pharmacy,,700 S College Ave,Holliday,Archer,700 S College Ave,76366,33.809524638497,-98.689818259104,0,0,0,87,0,87,87,200,940-583-4376,https://hollidayeaglepharmacy.com,,01/26/2021      ,08:12:17        ,-98.689818,33.809525
2135,Kroger Pharmacy 364,Pharmacy,,6060 Fm 2920 Rd,Spring,Harris,6060 Fm 2920 Rd,77379,30.07523,-95.516792,0,0,0,0,0,0,0,100,281-370-4110,,,01/25/2021      ,18:09:46        ,-95.516792,30.07523
2136,S Texas Cancer Ctr Harlingen,Medical Practice,,2121 Pease St Ste,Harlingen,Cameron,2121 Pease St Ste,78550,26.1737169680065,-97.6709383715272,0,0,0,0,0,0,0,100,(956) 425-8845,https://www.texasoncology.com/cancer-centers/harlingen/harlingen/medical-oncology,,01/27/2021      ,07:59:27        ,-97.670938,26.173717
2137,S Texas Cancer Ctr Brownsville,Medical Practice,,2150 N Expressway 83,Brownsville,Cameron,2150 N Expressway 83,78521,25.9473342103638,-97.5043509795815,0,0,0,0,0,0,0,100,(956) 548-0810,http://www.texasoncology.com/,,01/27/2021      ,05:45:25        ,-97.504351,25.947334
2138,Market Street St Pharmacy 564,Pharmacy,,700 N Denton Tap Rd,Coppell,Dallas,700 N Denton Tap Rd,75019,32.987961509725,-96.9932004795374,0,0,0,0,0,0,0,100,(469) 322-6815,https://local.pharmacy.marketstreetunited.com/tx/lubbock/4205-98th-st.html,,01/27/2021      ,09:10:25        ,-96.9932,32.987962
2139,The San Antonio Orthopaedic Group,Medical Practice,,400 Concord Plaza Dr Ste 300,San Antonio,Bexar,400 Concord Plaza Dr Ste 300,78216,29.5055226131377,-98.4805296788689,0,0,0,0,0,0,0,100,(800) 445-4263,http://www.tsaog.com/,,01/27/2021      ,06:35:57        ,-98.48053,29.505523
2140,Kings Medicine,Medical Practice,,809 N Bryant St,Pleasanton,Atascosa,809 N Bryant St,78064,28.9666926250638,-98.4922013517899,0,0,0,447,0,447,447,1000,(830) 569-0051,,,01/25/2021      ,08:08:05        ,-98.492201,28.966693
2141,Lamar Plaza Drug Store,Pharmacy,,1509 S Lamar Blvd 550,Austin,Travis,1509 S Lamar Blvd 550,78704,30.2522977442723,-97.7640794207174,0,0,0,0,0,0,0,200,(512) 442-6777,https://martinswellness.com/,,01/22/2021      ,10:01:35        ,-97.764079,30.252298
2142,Healing Hands Ministries,Medical Practice,,Greenville Ave,Dallas,Dallas,8515 Greenville Ave N-112,75243,32.8939568311415,-96.7532917190127,0,0,0,60,0,60,60,200,214-221-0855,http://healinghandsdallas.org/,,01/27/2021      ,07:42:01        ,-96.753292,32.893957
2143,Family Life Medical,Medical Practice,,508 Medical Center Blvd,Conroe,Montgomery,508 Medical Center Blvd,77304,30.2843631816572,-95.4663733995491,0,0,0,490,0,490,490,1000,(936) 760-9900,http://www.familylifemedical.com/?utm_source=gmb_auth,,01/26/2021      ,11:02:35        ,-95.466373,30.284363
2144,Katy Medical Complex Pharmacy,Pharmacy,,21700 Kingsland Blvd,Katy,Harris,21700 Kingsland Blvd,77450,29.7750475163457,-95.7457769828596,0,0,0,0,0,0,0,100,(281) 829-6497,https://www.katymedicalpharmacy.com/,,01/26/2021      ,09:24:24        ,-95.745777,29.775048
