OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,JJ_AVAILABLE,VACCINES_AVAILABLE,Total_Shipped,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
1395,Morgan Family Medicine,Other,,,Cleveland,Liberty County,117 South William Barnett,77327,30.3404239483909,-95.0854677309278,0,0,183,183,200,(281) 592-8000,,,03/25/2021      ,15:15:29        ,-95.085468,30.340424
1396,Fannin Pharmacy,Pharmacy,,N Center Street,Bonham,Fannin,2108 N Center St,75418,33.598018,-96.176627,0,0,0,0,100,903-583-8017,,,03/22/2021      ,07:50:48        ,-96.176627,33.598018
1397,Fort Bend Family Health Center Access Health - Brookshire,Community Clinic,,,Brookshire,Waller,533 Farm to Market 359 S.,77423,29.7743459,-95.9510651,0,0,0,0,3400,281-822-4235,,,03/26/2021      ,10:14:18        ,-95.951065,29.774346
1398,Fort Bend Family Health Center Access Health - Mo City,Community Clinic,,307 Texas Pkwy,Missouri city ,FORT BEND,"307 Texas Pkwy Ste 100 Missouri City, TX 77489",77489,29.6175148,-95.536027,0,200,0,200,900,(281) 342-4530,,,03/26/2021      ,08:04:55        ,-95.536027,29.617515
1399,Fort Bend Family Health Center Access Health - Stafford ,Medical Practice,Q,10435 GREENBOUGH DR,STAFFORD,Fort Bend,10435 GREENBOUGH DR SUITE 300,77477,29.6206001,-95.5626989,0,0,0,0,300,(281) 342-4530,,,03/26/2021      ,08:23:55        ,-95.562699,29.6206
1400,Fort Bend Family Health Center Access Health Center - Richmond,Community Clinic,Q,400 Austin St,Richmond,Fort Bend,"400 Austin St, Richmond, TX 77469",77469,29.5786836,-95.7624621,0,0,0,0,800,281-342-4530, https://www.myaccesshealth.org,,03/26/2021      ,08:06:21        ,-95.762462,29.578684
1401,Usmd Cleburne,Other,,1301 W Henderson St Ste A,Cleburne,,1301 W Henderson St Ste A Cleburne 76033,76033,32.34164,-97.40424,0,0,0,0,300,,,,03/29/2021      ,06:01:27        ,-97.40424,32.34164
1402,USMD HOSPITAL - ARLINGTON,Hospital,E,801 W Interstate 20,Arlington,Tarrant,801 W Interstate 20,76017,32.6788489067365,-97.1178558082869,0,0,0,0,1000,(817) 472-3400,http://www.usmdarlington.com/,,03/22/2021      ,11:45:00        ,-97.117856,32.678849
1403,Uvalde Memorial Hospital,Vaccine Hub,P,1025 Garner Field Rd,Uvalde,Uvalde,1025 Garner Field Rd,78801,29.2150948086987,-99.7685500106039,0,0,0,0,19825,830-407-8022,http://www.umhtx.org/patient/covid-19-update/,,03/29/2021      ,07:48:51        ,-99.76855,29.215095
1404,Val Verde Health Clinic 1801 N Bedell,Community Clinic,,801 N Bedell,Del Rio,Val Verde,801 N Bedell,78840,29.3749918087269,-100.893630776971,0,0,0,0,6100,(830) 775-7555,http://www.vvrmc.org/,,03/26/2021      ,08:45:36        ,-100.893631,29.374992
1405,Valley Baptist Family Practice Residency,Medical Practice,,2222 Benwood St,Harlingen,Cameron,2222 Benwood St,78550,26.1760892561526,-97.669466928425,0,0,0,0,2100,(956) 389-2440,http://familypractice-residency.com/,,03/24/2021      ,11:52:37        ,-97.669467,26.176089
1406,VALLEY BAPTIST MED CENTER-HARLINGEN,Hospital,V,2101 Pease St,Harlingen,Cameron,2101 Pease St,78550,26.1742094886371,-97.6713669382366,0,0,0,0,7450,(956) 389-1100,https://www.valleybaptist.net/locations/detail/vbmc-harlingen/?utm_campaign=gmb_listings_mgmt&utm_source=gmb-vbmc-harlingen&utm_medium=google-local,,03/28/2021      ,08:18:37        ,-97.671367,26.174209
1407,Valley Health Clinic,Medical Practice,,2542 Central Palm Drive,Rio Grande City,Starr,2542 Central Palm Drive,78582,26.3785102061828,-98.857799767916,0,0,30,30,500,9563521344,,,03/29/2021      ,07:24:48        ,-98.8578,26.37851
1408,Vcare Clinics Carrollton,Community Clinic,,1445 Mac Arthur Dr,Carrollton,Denton,1445 Mac Arthur Dr,75007,32.9845962175095,-96.9244267125262,0,0,0,0,200,(972) 245-1200,http://vcareclinics.org/,,02/01/2021      ,19:02:31        ,-96.924427,32.984596
1409,Vcare Clinics Houston,Community Clinic,,8121 Broadway St,Houston,Harris,8121 Broadway St,77061,29.6759488618355,-95.2770764638097,0,0,0,0,400,(713) 640-2273,http://www.vcareclinics.org/,,02/02/2021      ,19:03:23        ,-95.277076,29.675949
1410,UT HEALTH - CARTHAGE,Hospital,G,409 Cottage Rd, Carthage,Panola,"409 Cottage Rd, Carthage, TX, 75633",75633,32.167099,-94.346034,0,0,0,0,400,(903) 693-3841,,,03/29/2021      ,07:47:31        ,-94.346034,32.167099
1411,UT HEALTH - CEDAR CREEK LAKE,Community Clinic,G,100 Municipal Dr, Mabank,Henderson,"100 Municipal Dr, Mabank, TX, 75156",75156,32.33096,-96.115484,0,0,0,0,100,(903) 713-1500,,,03/14/2021      ,13:42:29        ,-96.115484,32.33096
1412,UT HEALTH - JACKSONVILLE,Hospital,G,501 S Ragsdale St, Jacksonville,Cherokee,"501 S Ragsdale St, Jacksonville, TX, 75766",75766,31.961387,-95.27053,0,0,0,0,500,(903) 541-5000,,,03/26/2021      ,09:00:54        ,-95.27053,31.961387
1413,UT HEALTH - QUITMAN,Hospital,G,117 N. Winnsboro St., Quitman,Wood,"117 N. Winnsboro St., Quitman, TX, 75783",75783,32.7961774053843,-95.4454692028548,0,70,0,70,400,(903) 763-6300,,,03/26/2021      ,09:33:43        ,-95.445469,32.796177
1414,UT Health Dell Medical School,Vaccine Hub,,1601 Trinity Avenue,Austin,Travis,1601 Trinity Avenue,78712,30.2769715107404,-97.7356333368157,0,0,0,0,97940,1-833-UTCARES,https://www.uthealthaustin.org,,03/27/2021      ,09:05:12        ,-97.735633,30.276972
1415,Ut Health Rgv Employee Health Edinburg,Vaccine Hub,,1210 W Schunior St,Edinburg,Hidalgo,1210 W Schunior St,78539,26.3091714,-98.1751292,0,0,0,0,28275,833-888-2268,http://www.uthealthrgv.org,,03/26/2021      ,15:58:58        ,-98.175129,26.309171
1416,Ut Health San Antonio Verde Hills Pcc,Other,,10350 Bandera Rd Ste 140,San Antonio,Bexar,10350 Bandera Rd Ste 140,78250,29.539456162746,-98.6513558623876,0,0,0,0,400,(210) 450-6530,https://verdehills.uthscsa.edu/,,03/29/2021      ,05:48:04        ,-98.651356,29.539456
1417,GLP3 Pharmacy LLC,Pharmacy,,113 STARGRASS,Spring Branch,Comal,113 STARGRASS STE 100 Spring Branch 78070,78070,29.93747,-98.29962,0,0,0,0,100,,,,03/25/2021      ,09:36:57        ,-98.29962,29.93747
1418,UT Health Science Center at Tyler ,Vaccine Hub,G,11937 Us Highway 271,Tyler,Smith,11937 Us Highway 271,75708,32.4255790153637,-95.213459998003,0,0,0,0,47510,903-877-5703,https://www.signupgenius.com/go/UT,,03/29/2021      ,08:20:02        ,-95.21346,32.425579
1419,Ut Health Shavano Park Pcc,Medical Practice,,14530 Nw Military Hwy 108,San Antonio,Bexar,14530 Nw Military Hwy 108,78231,29.5761341413372,-98.5455732040784,0,0,0,0,1400,(210) 450-6620,http://www.uthscsa.edu/patient-care/physicians/location/UT-Health-Shavano,,03/29/2021      ,05:46:22        ,-98.545573,29.576134
1420,UT Health-Geriatric & Supportive Care Clinic,Other,,,San Antonio,,2833 Babcock Rd Ste 302,78229,29.5138391713224,-98.5914086477258,0,0,25,25,100,210-450-9890,,,03/26/2021      ,09:35:46        ,-98.591409,29.513839
1421,Ut Heath Westover Hills Clinic San An,Medical Practice,,11212 State Highway 151 Suit 100 Sa Tx 78251,San Antonio,Bexar,11212 State Highway 151 Suit 100 Sa Tx 78251,78251,29.4676746930381,-98.6947708936794,0,0,5,5,2000,2104509900,,,03/29/2021      ,05:42:20        ,-98.694771,29.467675
1422,Ut Medicine,Medical Practice,,3939 Medical Dr Ste 100,San Antonio,Bexar,3939 Medical Dr Ste 100,78229,29.5198364111192,-98.5603399968398,0,0,0,0,4000,2105045200,http://www.uthscsa.edu/patient-care/physicians/facility/Medical-Arts-Research-Center---MARC,,03/22/2021      ,08:17:17        ,-98.56034,29.519836
1423,Ut Physicians Greens Clinic,Community Clinic,,550 Greens Parkway,Houston,Harris,550 Greens Parkway,77067,29.9471408128492,-95.4222817045742,0,0,0,0,600,(713) 486-5600,https://www.utphysicians.com/greens,,03/02/2021      ,12:37:58        ,-95.422282,29.947141
1424,Ut Physicians mulitspecialty - Sienna,Community Clinic,,8810 Hwy 6,Missouri City,Fort Bend,8810 Hwy 6,77459,29.5398818080287,-95.5378426586807,0,0,0,0,4600,(888) 488-3627,https://www.utphysicians.com/,,03/25/2021      ,13:37:36        ,-95.537843,29.539882
1425,Ut Physicians Multispecialty Jensen,Community Clinic,,2620 E Crosstimbers St Ste 100,Houston,Harris,2620 E Crosstimbers St Ste 100,77093,29.8285839929768,-95.3435438701079,0,0,0,0,200,(713) 486-8550,https://www.utphysicians.com/jensen,,03/26/2021      ,12:47:31        ,-95.343544,29.828584
1426,UTP Comprehensive Sickle Cell Center,Other,,1200 BINZ ST ,Houston ,,1200 BINZ ST STE 850850 ,77004,29.7241,-95.38778,0,111,0,111,200,713-486-5660,,,03/28/2021      ,15:05:08        ,-95.38778,29.7241
1427,United Pharmacy 678,Pharmacy,K,3121 Sunset Dr,San Angelo,Tom Green,3121 Sunset Dr,76904,31.421434773109,-100.480819064928,0,0,0,0,200,,,,03/26/2021      ,09:05:44        ,-100.480819,31.421435
1428,United Pharmacy 677,Pharmacy,,1350 E 8th St,Odessa,Ector,1350 E 8th St,79761,31.8587674814548,-102.355946657414,0,0,0,0,400,,,,03/27/2021      ,11:40:00        ,-102.355947,31.858767
1429,United Pharmacy 676,Pharmacy,,2751 N County Rd W,Odessa,Ector,2751 N County Rd W,79764,31.866066191283,-102.397402460872,0,0,0,0,200,,,,03/28/2021      ,10:16:01        ,-102.397402,31.866066
1430,United Pharmacy 674,Pharmacy,,4706 N Midkiff Road,Midland,Midland,4706 N Midkiff Road,79705,32.035895116644,-102.1300903252,0,0,0,0,200,(432) 699-7578,https://local.pharmacy.marketstreetunited.com/tx/midland/4706-n-midkiff-rd.html,,03/26/2021      ,09:37:11        ,-102.13009,32.035895
1431,United Pharmacy 671,Pharmacy,,3317 N Midland Dr,Midland,Midland,3317 N Midland Dr,79707,32.0168829904947,-102.141779056817,0,0,0,0,200,,,,03/28/2021      ,14:36:09        ,-102.141779,32.016883
1432,Medcomplete LLC,Other,,,Katy,Fort Bend,25118 Lakeview Road,77494,29.7592721695646,-95.8108883802693,0,0,0,0,100,(832) 838-4031,,,03/18/2021      ,11:53:40        ,-95.810888,29.759272
1433,Starr County,Other,,100 N FM 3167,Rio Grande City,,100 N FM 3167,78582,26.3740259,-98.859518,0,0,0,0,1100,,,,03/26/2021      ,11:07:29        ,-98.859518,26.374026
1434,"KDUNN AND ASSOCIATES, P.A.",Other,,1401 Wirt Rd,Houston,,"1401 Wirt Rd Houston, TX 77055",77055,29.79518,-95.48497,0,0,0,0,100,,,,03/17/2021      ,00:09:16        ,-95.48497,29.79518
1435,Dekalb Physicians Clinic,Community Clinic,,,DE KALB ,,216 N CENTRE ST DE KALB 75559,75559,33.5100406022892,-94.6140839888358,0,0,0,0,100,,,,03/26/2021      ,10:10:46        ,-94.614084,33.510041
1436,"ReNue Rx, A Benzer Pharmacy #5",Pharmacy,,Military,San Antonio,Bexar,810 SE Military Dr,78214,29.3562167,-98.4878222,0,0,0,0,100,(214) 422-2598,MilitaryCredentialing@renuerx.com,,03/23/2021      ,11:01:38        ,-98.487822,29.356217
1437,Health By Design Valero Three Rivers Cl,Medical Practice,,100 W Leroy St,Three Rivers,Live Oak,100 W Leroy St,78071,28.4587966163881,-98.1830402156294,0,0,0,0,300,(361) 786-4610,http://www.valero.com/,,03/08/2021      ,07:53:13        ,-98.18304,28.458797
1438,Christus Trinity Clinic Hill Country Oak Run,Medical Practice,,1850 West State Hwy 46,New Braunfels,Comal,"1850 West State Hwy 46 New Braunfels, TX, USA",78163,29.7199832,-98.1643718,0,0,0,0,100,(830) 643-7000,,,03/26/2021      ,10:56:13        ,-98.164372,29.719983
1439,Total Men's  Primary Care,Medical Practice,,CANYON RIDGE DR,Austin,Texas,500 CANYON RIDGE DR STE B300,78753,30.4045961,-97.6724447,0,0,0,0,100,,,,03/26/2021      ,09:51:02        ,-97.672445,30.404596
1440,Wellness Pointe Pinetree,Community Clinic,,1761 West Loop 281,Longview,Gregg,1761 West Loop 281,75604,32.4982181513097,-94.7901588603654,0,0,0,0,900,(903) 758-2610,http://www.wellnesspointe.org/,,03/26/2021      ,09:24:38        ,-94.790159,32.498218
1441,LOCKEHILL KIDNEY DISEASE CLINIC,Other,,Huebner Road,San Antonio,Bexar,10134 Huebner Road,78240,29.5373382093286,-98.5858396760178,0,0,0,0,100,,,,03/19/2021      ,08:17:47        ,-98.58584,29.537338
1442,"McMahan Pharmacy Services, Inc",Pharmacy,,1503 W Front St,Goldthwaite,Mills,1503 West Front Street,76844,31.4554935,-98.5702955,0,0,0,0,400,(325) 648-2484,,,03/24/2021      ,16:58:08        ,-98.570295,31.455494
1443,Brookshire Brothers Pharmacy 1005,Pharmacy,,810 S State St,Madisonville,Madison,810 S State St,77864,30.9427741593415,-95.9122188649663,0,0,0,0,500,936-348-2731,,,03/18/2021      ,09:44:52        ,-95.912219,30.942774
1444,Wellness Pointe - Northeast Texas Family Health,Medical Practice,,1901 Mulberry Ave.,Mount Pleasant,,1901 Mulberry Ave.,75455,33.1749984,-94.9735947,0,0,0,0,100,,,,03/28/2021      ,22:27:01        ,-94.973595,33.174998
1445,JAMES S LEE MDPA,Other,,1809 Golden Trail Ct,Carrollton,,"1809 Golden Trail Ct Carrollton, TX 75010",75010,33.0338,-96.88529,0,0,0,0,100,,,,03/23/2021      ,08:04:02        ,-96.88529,33.0338
1446,FAMILY CARE CLINIC - CARROLLTON,Community Clinic,,3044 Old Denton Rd,Carrollton,Denton,3044 OLD DENTON RD STE 317 CARROLLTON 75007,75007,32.9987232371969,-96.9075110023642,0,0,0,0,100,(972) 242-4440,http://familycareclinics.net/,,03/23/2021      ,13:39:28        ,-96.907511,32.998723
1447,Little Spurs Pediatric Urgent Care,Other,,Fredericksburg Road,San Antonio,Bexar,4522 Fredericksburg Road,78201,29.4930940892309,-98.5509875932665,0,0,0,0,100,(210) 543-7334,,,03/22/2021      ,20:04:39        ,-98.550988,29.493094
1448,Advanced Internal Medicine of The Woodlands,Other,,College Park Dr,Conroe,Montgomery,3115 College Park Dr,77384,30.2062902304945,-95.4670924894953,0,0,10,10,100,,,,03/29/2021      ,08:09:37        ,-95.467092,30.20629
1449,GRAHAM REGIONAL MEDICAL CENTER,Hospital,C,1301 Montgomery Rd, Graham,Young,"1301 Montgomery Rd, Graham, TX, 76450",76450,33.089869,-98.584911,0,0,0,0,2500,(940) 549-3400,,,03/26/2021      ,13:21:37        ,-98.584911,33.089869
1450,Umsa Primary Care Rural Health,Community Clinic,,,Uvalde,Uvalde,1195 Garner Field Rd Ste 500,78801,29.215152485752,-99.7666083428638,0,100,35,135,100,(830) 278-3027,,,03/26/2021      ,08:03:12        ,-99.766608,29.215152
1451,Baylor Scott & White Clinic - Waco,Other,M,7700 Fish Pond Rd,Waco,McLennan,"7700 Fish Pond Road, Waco, TX, USA",76710,31.5258727,-97.2212266,0,0,0,0,200,,,,03/11/2021      ,08:55:19        ,-97.221227,31.525873
1452,Baylor Scott & White Pharmacy #105,Pharmacy,,5236 West University Drive,Mckinney,Collin,"5236 West University Drive, McKinney, TX, USA",75071,33.2210794,-96.6823574,0,0,0,0,100, 469-764-7100 ,,,03/29/2021      ,08:15:13        ,-96.682357,33.221079
1453,South Dallas Health Center,Community Clinic,,Spring Ave,Dallas,Dallas,4922 Spring Ave,75210,32.77,-96.73,0,0,0,0,300,,,,03/19/2021      ,11:09:55        ,-96.73,32.77
1454,Start Center For Cancer Care,Medical Practice,,4383 Medical Drive,San Antonio,Bexar,4383 Medical Drive,78229,29.510888778377,-98.571170111453,0,0,0,0,1700,(210) 593-5700,http://thestartcenter.com/,,03/29/2021      ,05:05:27        ,-98.57117,29.510889
1455,Scott And White Georgetown Clinic,Other,,4945 Williams Dr,Georgetown, Williamson,4945 Williams Dr,78633,30.6989684880792,-97.7364715444894,0,0,0,0,100,(512) 819-0500,,,03/16/2021      ,07:19:31        ,-97.736472,30.698968
1456,Scott And White Pediatric Clinic University Dr,Community Clinic,,1700 University Dr E,College Station,Brazos,1700 University Dr E,77840,30.6388469408012,-96.3116821869,0,0,0,0,100,9792073000,,,03/11/2021      ,00:00:00        ,-96.311682,30.638847
1457,Brookshires Pharmacy 74,Pharmacy,,6410 Wesley St,Greenville,Hunt,6410 Wesley St,75402,33.1049429965694,-96.1096975096084,0,0,0,0,700,(903) 455-1076,https://www.brookshires.com/covid-19-information,,03/28/2021      ,15:58:06        ,-96.109698,33.104943
1458,Sidd Medical Associates,Other,,2214 EMERY ST,Denton ,,2214 EMERY ST STE 120 Denton 76201,76201,33.2285813,-97.1613506,0,0,0,0,100,,,,03/18/2021      ,10:00:58        ,-97.161351,33.228581
1459,TD Healthcare LLC,Other,,105 E Broadway Street,Denver City,Yoakum,"105 E Broadway Street Denver City, TX 79323",79323,32.964758,-102.828635,0,0,0,0,200,,,,03/23/2021      ,15:56:54        ,-102.828635,32.964758
1460,Allcare Pediatrics-Missouri,Other,,Highway 6,Missouri City,Fort Bend,5201 Highway 6 Ste 500,77459,29.5762293775428,-95.5745076606754,0,0,85,85,100,,,,03/26/2021      ,10:15:40        ,-95.574508,29.576229
1461,Southtown Clinic Pc,Other,,,San Antonio,Bexar,1025 S Presa St,78210,29.4105314976083,-98.48714050202,0,0,0,0,100,(210) 228-9340,,,03/23/2021      ,17:21:07        ,-98.487141,29.410531
1462,"Psychiatric medical asso., PA",Other,,,Plano,Collin,6404 International Pkwy,75093,33.0176437853757,-96.8387722956696,0,0,0,0,100,,,,03/17/2021      ,16:23:56        ,-96.838772,33.017644
1463,Diamond Physicians Castle Hills,Other,,1620 Fm 544,Lewisville,,"1620 Fm 544 Lewisville, TX 75056",75056,33.04471,-96.89021,0,0,0,0,100,,,,03/15/2021      ,14:53:56        ,-96.89021,33.04471
1464,Kelsey Seybold Clinic Houston 2,Medical Practice,,15655 Cypress Woods Medical Dr,Houston,Harris,15655 Cypress Woods Medical Dr,77014,30.0014496780937,-95.4713204481971,0,0,0,0,1000,(713) 442-0000,https://www.kelsey-seybold.com/,,03/17/2021      ,16:07:44        ,-95.47132,30.00145
1465,"Executive Medical Services, PC",Other,,MARS DR,Woodway,McLennan,8301 MARS DR WACO 76712,76712,31.4857555646522,-97.2027175029814,0,0,0,0,100,,,,03/26/2021      ,07:56:40        ,-97.202718,31.485756
1466,Forest Gate Hospice,Other,,Lorimar Dr,PLANO,Collin,5045 Lorimar Dr Ste 240,75093,33.0515702131401,-96.797153059633,0,0,0,0,300,,,,03/26/2021      ,10:57:04        ,-96.797153,33.05157
1467,Kelsey Seybold Kingwood,Medical Practice,,25553 Us Highway 59,Porter,Montgomery,25553 Us Highway 59,77365,30.0773385344108,-95.2441602281423,0,0,0,0,1400,(713) 442-2100,https://www.kelsey-seybold.com/find-a-location/kingwood-clinic,,03/26/2021      ,10:36:26        ,-95.24416,30.077339
1468,BIS Community Clinic,Community Clinic,,Highway 90 North,Bedias,Grimes,22140 State Highway 90 North,77831,30.7746912,-95.9497026,0,0,0,0,500,,,,03/24/2021      ,13:28:39        ,-95.949703,30.774691
1469,Texas Cancer Center Seton Wm,Medical Practice,,301 Seton Pkwy Ste 104,Round Rock,Williamson,301 Seton Pkwy Ste 104,78665,30.564462952579,-97.6506724383915,0,0,0,0,500,(512) 687-2300,https://www.texasoncology.com/cancer-centers/round-rock/round-rock-north/medical-oncology,,03/26/2021      ,11:10:59        ,-97.650672,30.564463
1470,"Alivio Health and Wellness, LLC",Other,,Bandera Road,San Antonio,Bexar,6136 Bandera Road,78238,32.7173851146152,-97.4685344596386,0,0,0,0,100,210-593-4000,,,03/04/2021      ,13:31:16        ,-97.468534,32.717385
1471,BANP Enterprises LLC,Pharmacy,,563 W Fm 120,Pottsboro,Grayson,563 W FM 120 ,75076,33.76333,-96.67679,0,0,0,0,200,(903) 786-2006,familyrxpottsboro@gmail.com,,03/28/2021      ,19:40:05        ,-96.67679,33.76333
1472,Questcare Medical Clinics- Mckinney,Other,,W UNIVERSITY DR,Mckinney,Collin,5291 W UNIVERSITY DR MCKINNEY 75071,75071,33.2170821961271,-96.6832531010751,0,0,0,0,100,,,,03/25/2021      ,17:59:02        ,-96.683253,33.217082
1473,"Voss Family Clinic, PLLC",Other,,S. Texas 6,Sugar Land,Fort Bend,11920 S. Texas 6 STE 1500 Sugar Land 77498,77498,29.6443930962884,-95.6527736030376,0,0,0,0,100,,,,03/17/2021      ,14:52:24        ,-95.652774,29.644393
1474,CHRISTUS SANTA ROSA HOSPITAL-SAN MARCOS,Hospital,O,1301 Wonder World Dr, San Marcos,Hays,"1301 Wonder World Dr, San Marcos, TX, 78666",78666,29.852922,-97.948392,0,0,0,0,1400,(512) 353-8979,https://www.christushealth.org/santa-rosa/san-marcos?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTU5MTk4NzEtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,03/03/2021      ,14:46:53        ,-97.948392,29.852922
1475,Parkland Occupational Health Services,Other,,5201 Harry Hines Blvd,Dallas,Dallas,5201 Harry Hines Blvd,75235,32.8112495750241,-96.836688386666,0,0,0,0,7000,(214) 645-5300,,,03/17/2021      ,16:33:48        ,-96.836688,32.81125
1476,Physician's Vascular Services,Other,,,El Paso,El Paso,1111 Hawkins Blvd,79925,31.7728439837199,-106.377332395817,0,0,0,0,100,(915) 771-8346 ,,,03/22/2021      ,08:44:28        ,-106.377332,31.772844
1477,Forney Isd Hq,Vaccine Hub,,600 S Bois D Arc St,Forney,Kaufman,600 South Bois D Arc Street,75126,32.7440688,-96.4768212,0,0,0,0,200,,,,03/18/2021      ,14:03:10        ,-96.476821,32.744069
1478,Methodist South Lake Hospital,Other,,421 E Highway 114,Southlake,Tarrant,421 E Highway 114,76092,32.9571533276231,-97.1458812023086,0,0,0,0,200,,,,03/12/2021      ,09:21:17        ,-97.145881,32.957153
1479,Walgreens Pharmacy 07534,Other,,Broadway St,Pearland,Brazoria,6122 Broadway St,77581,29.5591751635394,-95.3151665625233,0,0,0,0,100,,,,03/17/2021      ,10:30:05        ,-95.315167,29.559175
1480,Walgreens Pharmacy 10477,Other,,Shadow Creek Pkwy,Pearland,Brazoria,11633 Shadow Creek Pkwy,77584,29.580059178791,-95.3990747011571,0,0,0,0,100,,,,03/17/2021      ,10:18:51        ,-95.399075,29.580059
1481,Walgreens Pharmacy 11522,Other,,Hwy 96 S,Silsbee,Hardin,496 Hwy 96 S,77656,30.3454966321057,-94.1813359029858,0,0,0,0,100,,,,03/16/2021      ,15:24:00        ,-94.181336,30.345497
1482,Walgreens Pharmacy 12494,Other,,N Virginia St,Port Lavaca,Calhoun,1302 N Virginia St,77979,28.6257717264479,-96.6348029165213,0,0,0,0,100,,,,03/17/2021      ,14:27:01        ,-96.634803,28.625772
1483,Walgreens Pharmacy 09411,Other,,S Loop 256,Palestine,Anderson,2201 S Loop 256,75801,31.7352947267368,-95.6137000029503,0,0,0,0,100,,,,03/17/2021      ,14:18:22        ,-95.6137,31.735295
1484,Walgreens Pharmacy 11928,Other,,Fm 1103,New Braunfels,Comal,5960 Fm 1103,78132,29.6239410171688,-98.2393942876622,0,0,0,0,100,,,,03/26/2021      ,12:34:56        ,-98.239394,29.623941
1485,Wellness Respond Department at Speaking Rock Enterainment Center,Other,,122 S Old Pueblo Dr,El Paso,El Paso,122 South Old Pueblo Drive,79907,31.6899786,-106.3266045,0,0,0,0,100,(915) 860-7777,,,03/17/2021      ,11:46:38        ,-106.326604,31.689979
1486,"PLATINUM PERFERRED HEALTHCARE NETWORK, PLLC",Medical Practice,,7804 SCOTT ST ,Houston ,Harris,7804 SCOTT ST Houston 77051,77051,29.6782148106982,-95.3674670736099,0,0,0,0,100,713 6 69 9199,,,03/23/2021      ,15:26:06        ,-95.367467,29.678215
1487,Baylor Scott and White Pharmacy #102,Pharmacy,,1250 8th Ave,Fort Worth,Tarrant,"1250 8th Avenue, Fort Worth, TX, USA",4124,32.7311014,-97.3441447,0,0,0,0,100,,,,03/29/2021      ,08:13:58        ,-97.344145,32.731101
1488,Baylor Scott and White Pharmacy #252,Pharmacy,,"829 N Loop 340, Suite A",Waco,McLennan,"829 N Loop 340, Suite A",,31.6027626,-97.1021183,0,0,0,0,100,254-202-3700,,,03/25/2021      ,09:19:04        ,-97.102118,31.602763
1489,Baylor Scott and White Pharmacy #253,Pharmacy,,1001 Hewitt Dr,Waco,McLennan,"1001 Hewitt Drive, Waco",76712,31.4880931,-97.213056,0,0,0,0,200,,,,03/26/2021      ,08:03:56        ,-97.213056,31.488093
1490,Baylor Scott & White Health - Cedar Park Multispecialty Clinic,Medical Practice,,E. Whitestone Blvd.,Cedar Park,Williamson,910,78613,30.5236062,-97.8185248,0,0,0,0,100,,,,03/19/2021      ,07:45:16        ,-97.818525,30.523606
1491,JPM HEALTHCARE LLC,Other,,,Lubbock,,3436 34TH ST  ,79410,33.5637397608054,-101.889640744608,0,0,0,0,100,,,,03/12/2021      ,00:00:00        ,-101.889641,33.56374
1492,KINDRED HOSPITAL - MANSFIELD,Hospital,E,1802 Highway 157 N.,Mansfield,Tarrant,"1802 Highway 157 N., Mansfield, TX, 76063",76063,32.598995,-97.144663,0,0,0,0,400,(817) 473-6101,,,03/12/2021      ,11:42:51        ,-97.144663,32.598995
1493,Baylor Scott White Pharmacy #227,Other,L,937 Canyon Creek Dr,Temple,Bell,937 Canyon Creek Dr,76502,31.05892556,-97.36583902,0,0,0,0,100,,,,03/29/2021      ,08:07:33        ,-97.365839,31.058926
1494,Solutions Pharmacy,Other,,13830 Sawyer Ranch Rd,Dripping Springs,,"13830 Sawyer Ranch Rd Dripping Springs, TX 78620",78620,30.19448,-97.99786,0,0,0,0,200,,,,03/12/2021      ,12:04:40        ,-97.99786,30.19448
1495,Bay Area Dialysissinton,Other,,East Sinton St,Sinton,San Patricio,222 East Sinton St,78387,28.0365138597757,-97.5084091183824,0,0,60,60,100,,,,03/27/2021      ,15:59:22        ,-97.508409,28.036514
1496,Bay Area Dialysis Alice,Other,,Medical Center Blvd,Alice,Jim Wells,901 Medical Center Blvd,78332,27.7616959031187,-98.0447174588705,0,0,0,0,100,,,,,,-98.044717,27.761696
1497,Bandera Family Practice,Other,,1050 State Highway 16 S,Bandera,Bandera,1050 State Highway 16 S,78003,29.7312295122983,-99.0588216461935,0,70,0,70,800,+18307967713,,,03/29/2021      ,08:08:56        ,-99.058822,29.73123
1498,conviva westover hills,Other,,Rogers ,San Antonio ,Bexar,1911 ROGERS RD ,78251,29.453369,-98.682961,0,20,0,20,400,,,,03/26/2021      ,17:01:38        ,-98.682961,29.453369
1499,"Supracare Family Health, PLLC",Other,,310 E Hoskins St New Boston 75570,New Boston,,310 E Hoskins St New Boston 75570, 75570,33.4644909122686,-94.4099888311656,0,0,0,0,300,(903) 628-7877,,,03/29/2021      ,08:12:49        ,-94.409989,33.464491
1500,Texas Superior Care Rx LLC,Pharmacy,,5th Street and Main Street ,McCamey,Upton ,111 East 5th Street,79752,31.1338486521097,-102.222766486027,0,140,0,140,200,(432) 652-4220,,,03/27/2021      ,01:26:00        ,-102.222766,31.133849
